,open,percent300Avg,growth5,growth10,growth20,growth40,growth80,growth160,growth300,num,x3,x4,x5,slope5,slope10,slope20,slope40,slope80,slope160,movAvgDiff20,movAvgDiff40,movAvgDiff80,movAvgDiff160,var20,var40,var80,var160,max5D,max10D,max25D,max50,max100,min5D,min10D,min25D,min50,min100,sp_slope5,sp_slope10,sp_slope20,sp_slope40,sp_slope80,sp_slope160,sp_movAvgDiff20,sp_movAvgDiff40,sp_movAvgDiff80,sp_movAvgDiff160,sp_var20,sp_var40,sp_var80,sp_var160,dow_slope5,dow_slope10,dow_slope20,dow_slope40,dow_slope80,dow_slope160,dow_movAvgDiff20,dow_movAvgDiff40,dow_movAvgDiff80,dow_movAvgDiff160,dow_var20,dow_var40,dow_var80,dow_var160,5DayActual,10DayActual,50DayActual,k,300MovAvg,max50D,min50D
2013-05-29,34.74,0.838052197275,0.9897435897435898,1.0572124163116252,1.066953316953317,1.2151101783840503,1.2555113841705818,1.1591591591591592,1.0556061987237924,0,0,0,0,-0.0552,0.0845090909091,0.0856601503759,0.118136819887,0.0390700421941,-0.00539597994551,1.02682332077,1.05470884692,1.13209391752,1.19493853754,0.612082894737,1.90473435897,6.16650405063,5.80455533019,1.0,0.989743589744,0.989743589744,,,1.0241745283,1.0241745283,1.0653173873,,,-1.6878,0.813496969697,3.08936165414,1.51935494841,1.16904006827,0.740445496803,1.00522250645,1.0239478708,1.04190371949,1.0765370294,168.303234474,1313.06408487,1523.07615682,4018.98383141,-2.7784,13.356769697,24.6640030075,11.4847143527,12.6723472237,6.61038446875,1.01021405831,1.02624742985,1.04120407946,1.08037157017,10543.8671104,76820.7281456,93421.8716895,398286.84919,0.9959700633275763,1.0115141047783534,0.9280368451352907,,29.1139333333334,0.9897435897435898,1.2125654450261782
2013-05-30,34.85,0.835915829747,1.001724633515378,1.0418535127055306,1.0583054965077439,1.2121739130434783,1.250448510943667,1.1528283162421435,1.0709895513214507,0,0,0,0,0.063,0.0590484848485,0.0819296992481,0.119749226079,0.0401479137365,-0.00495434553718,1.02676664261,1.05386505387,1.13249087061,1.19681821499,0.582939736843,1.69865224359,6.28289162975,5.99576853774,1.0,0.992877492877,0.992877492877,,,1.02741745283,1.02741745283,1.06869058571,,,-0.1554,0.245909090909,2.94808458647,1.5779961773,1.17006993817,0.747516176352,1.00003274541,1.01766429463,1.03643214797,1.0708149377,143.23072,1181.8464666,1546.85966323,4036.99209772,3.7136,10.5144606061,23.9453815789,11.8527790338,12.642813612,6.693177096,1.00331787335,1.01868374764,1.03405971103,1.07284372257,9238.75255247,73110.3794164,94695.6313608,399478.156963,0.999713055954089,1.0040172166427548,0.9403156384505023,,29.13166666666673,0.9928774928774928,1.2164048865619548
2013-05-31,34.82,0.83714244687,1.0172363423897168,1.0350772889417361,1.0671161507814892,1.2264882000704473,1.2606806661839247,1.1747638326585694,1.084735202492212,0,0,0,0,0.1486,0.0376060606061,0.0795180451128,0.121146904315,0.0412336571144,-0.00450362526368,1.02264383682,1.04883466998,1.12831688141,1.1938993526,0.526304210527,1.45498557692,6.37363162975,6.18053710299,0.999139167862,0.999139167862,0.992022792023,,,1.02653301887,1.02653301887,1.06777062251,,,1.001,-0.235315151515,2.80621879699,1.63433006567,1.17115025932,0.754676095654,1.00107370643,1.01777406855,1.03752953638,1.07184963366,115.616269474,1040.00538199,1576.98101821,4055.79069931,8.9984,7.72163030303,23.136475188,12.2174548077,12.6118168044,6.77669955934,1.0035916761,1.01843158902,1.03438988991,1.07303330959,7751.35358405,68865.9249174,96410.3654132,400567.102727,1.0123492245835726,0.9922458357265939,0.9322228604250431,,29.149300000000064,0.992022792022792,1.2153577661431065
2013-06-03,34.92,0.836173157694,1.0294811320754718,1.0231467916788748,1.0508576587421006,1.2374202693125445,1.275383491599708,1.1765498652291106,1.0926157697121401,0,0,0,0,0.1212,0.0213575757576,0.0766003759398,0.123895098499,0.0445292618964,-0.00310548815994,1.01600232761,1.04169618686,1.12216656557,1.19152929134,0.236863157895,1.01234608974,6.59360112342,6.70376878931,1.0,1.0,0.994871794872,,,1.00287191269,1.02948113208,1.07083716651,,,-0.4784,-0.808054545455,2.31022180451,1.78368719512,1.1749818287,0.776446596486,0.987401435194,1.00150144505,1.02257258591,1.05589590847,67.7407523689,783.619747116,1626.77368859,4030.00403264,-7.0142,1.60666666667,20.045593609,13.2309809334,12.512860402,7.02941618359,0.989024891124,1.0020065573,1.0189799077,1.05631022067,3890.39083668,55658.2235742,99116.2672314,396444.403919,1.0168957617411225,0.9934135166093928,0.9309851088201603,,29.199166666666727,0.9948717948717949,1.218848167539267
2013-06-04,35.62,0.820247052218,1.0348634514816966,1.0256262597178232,1.065828845002992,1.2398190045248867,1.302376599634369,1.2219554030874786,1.1197736560829927,0,0,0,0,0.1016,0.0338484848485,0.076634962406,0.124369207317,0.0456492264416,-0.00262501327567,1.03310758879,1.05948839976,1.14118203007,1.21319201565,0.262160789474,1.03116923077,6.72026525316,6.91892735456,1.0,1.0,1.0,,,1.02297530155,1.05011792453,1.09230297455,,,-1.6396,-0.853575757576,2.09988233083,1.82295846623,1.17648306962,0.783736082159,0.993112139359,1.00608363795,1.02760128741,1.06081439551,74.2746260531,719.581477885,1638.1453329,3996.86702324,-16.4628,-0.180412121212,18.6478943609,13.5111446764,12.4788672029,7.11384833194,0.997494236456,1.00976205074,1.0272319263,1.06452328523,3621.56037484,51658.005127,100038.134121,393065.766462,0.9839977540707467,0.9817518248175183,0.9023020774845593,,29.217200000000066,1.0,1.2346620450606585
2013-06-05,34.6,0.844833333333,0.9959700633275763,0.9857549857549858,1.0282317979197624,1.2043160459450053,1.2650822669104205,1.184120465434634,1.0778816199376946,-5.72220634467,0,0,0,0.0642,0.0469090909091,0.0761469924812,0.124559287054,0.0467719028364,-0.00214000653712,1.00212879962,1.02708719852,1.10559467653,1.17652059336,0.223508157895,0.975265384615,6.73035935127,7.05085503145,0.971364402021,0.971364402021,0.971364402021,,,1.0,1.02004716981,1.0610242257,,,-2.9394,-0.972818181818,1.86231240601,1.85554090056,1.17810420622,0.791007185706,0.986909163828,0.998249899198,1.01976038088,1.05237296481,98.1748871057,664.994978462,1636.57579897,3936.64324361,-25.2006,-2.53589090909,17.0682620301,13.7531831848,12.444664365,7.19809474036,0.992140958439,1.00321970023,1.02082515348,1.0574970536,4400.0224201,47365.3453898,100020.379933,388018.271449,1.015606936416185,1.0104046242774567,0.9248554913294798,,29.231233333333403,0.9713644020213364,1.199306759098787
2013-06-06,34.84,0.839428817451,0.999713055954089,1.0014371945961484,1.053522830359843,1.1782211701048362,1.2600361663652804,1.2026234035208838,1.0823237030133583,0,0,0,0,0.041,0.058096969697,0.0754033834586,0.124507199812,0.0479005699133,-0.00165033830057,1.008043516,1.03195995379,1.110177289,1.18263806531,0.219080000001,0.921855384615,6.73408162975,7.18797527909,0.978102189781,0.978102189781,0.978102189781,,,1.00693641618,1.01220220802,1.06838393131,,,-4.5974,-1.22855757576,1.59063909774,1.87976561914,1.17965904975,0.79822807208,0.976214444582,0.985776956547,1.00700805117,1.03880603374,183.175099737,621.7062225,1620.84025038,3852.7594578,-38.0216,-6.1895030303,15.2029067669,13.9386199109,12.408252372,7.28181103986,0.979125963728,0.988738684576,1.00614007857,1.04182687117,9873.3763201,43519.7631061,98605.3614911,380437.65932,1.0043053960964408,0.9833524684270951,0.9124569460390355,,29.24570000000007,0.978102189781022,1.2034542314335062
2013-06-07,35.25,0.830114420804,1.0123492245835726,1.0297984224364594,1.0730593607305936,1.211340206185567,1.2643472022955524,1.2002042900919305,1.0796324655436447,0,0,0,0,0.036,0.0688848484848,0.0748112781955,0.124232434334,0.049038346812,-0.00115563913629,1.01825639841,1.04152047216,1.12006100758,1.19439144274,0.230869473685,0.882707628205,6.7806635443,7.34843597091,0.989612577204,0.989612577204,0.989612577204,,,1.01878612717,1.01878612717,1.07273280584,,,-5.366,-1.4881030303,1.30458120301,1.89792267824,1.18135758029,0.80541926473,0.986721541531,0.994954429475,1.01642576036,1.04824508381,208.812992369,564.53276,1602.57032657,3779.44171792,-44.3958,-10.1613515152,13.1765537594,14.0812435976,12.3709297278,7.36509553123,0.985567324083,0.994058708492,1.01162433043,1.04713874337,12475.8174135,38982.5346795,96811.2855899,373293.707278,0.9801418439716312,0.9548936170212765,0.9009929078014185,,29.261533333333404,0.9896125772038181,1.190074274139095
2013-06-10,35.51,0.825431333897,1.0168957617411225,1.0468749999999998,1.0869299051117232,1.230849220103986,1.2713927676333692,1.2057724957555178,1.0919434194341942,0,0,0,0,0.0512,0.0845878787879,0.0735721804511,0.122057692308,0.0524974815401,0.000370879599789,1.02273872784,1.04248776156,1.1188260361,1.19658227661,0.278310263159,0.835353782051,6.87282719937,7.80494449292,1.0,0.996911847277,0.996911847277,,,1.01923076923,1.02630057803,1.046875,,,-1.7636,-2.10902424242,0.433614661654,1.91796017824,1.18827655005,0.827007955236,1.00120899698,1.00495827975,1.02661406789,1.05789069427,199.826225264,420.518471539,1548.39992138,3502.01402439,-25.313,-20.1092909091,6.52767293233,14.2597912992,12.2637941558,7.61399474513,1.00079448241,1.00589051628,1.0236222937,1.05836188823,16036.5656577,29787.4236131,92367.5602747,346482.879235,0.9769079132638693,0.9276260208392002,0.8853843987609125,,29.31106666666674,0.9969118472768108,1.171947194719472
2013-06-11,35.05,0.836734189253,0.9839977540707467,1.0183033120278906,1.0748236737197179,1.2233856893542756,1.255372492836676,1.1962457337883958,1.0932626325639425,0,0,0,0,0.054,0.0770060606061,0.0729522556391,0.12090977955,0.0536526195499,0.000893508932234,1.00911224034,1.02715890192,1.10135705729,1.17914461553,0.283592368422,0.803955833333,6.84477935127,7.94715345519,0.987045902563,0.983997754071,0.983997754071,,,1.0,1.01300578035,1.03331367925,,,0.926,-2.2267030303,0.178479699248,1.91562844747,1.1913860569,0.834269647801,0.998472714045,1.00041988404,1.02211049031,1.05311261257,160.661245,344.452540962,1524.11612846,3440.76954968,0.0106,-21.3936848485,4.49901842105,14.2658714118,12.2333381241,7.69715765273,1.00022731275,1.00392839554,1.02182485208,1.0562468033,14767.0715398,24374.7560841,90838.8019152,339906.377639,0.9977175463623396,0.9723252496433666,0.9018544935805992,,29.327533333333403,0.9839977540707467,1.14467668190725
2013-06-12,35.14,0.83504458357,1.015606936416185,1.0115141047783534,1.0693852708460134,1.215916955017301,1.25320970042796,1.185160202360877,1.084567901234568,0,0,0,0,0.048,0.0659515151515,0.0719364661654,0.119558560038,0.0547964164323,0.00142222474511,1.01037982691,1.02835737906,1.10117905128,1.18030859662,0.276767368422,0.807665641026,6.80909462025,8.10175495283,0.989580399887,0.986524424481,0.986524424481,,,1.00256776034,1.01560693642,1.03596698113,,,2.2666,-2.24520606061,-0.0591003759399,1.90818278612,1.19424626993,0.841519044262,0.993827979117,0.994617426613,1.01601806771,1.0468169592,160.260735527,303.676776347,1490.5046496,3418.98049195,16.3452,-21.5386969697,2.55022218045,14.2390054644,12.2002805336,7.7799331486,0.994150922873,0.996781164971,1.01444669285,1.04846305917,14913.6771314,21393.8677485,88424.0888567,336580.668569,0.9948776323278316,0.9709732498577119,0.9157655093910074,,29.343466666666732,0.9865244244806289,1.147615937295885
2013-06-13,34.99,0.839012098695,1.0043053960964408,1.0040172166427548,1.0460388639760836,1.2128249566724436,1.2550215208034434,1.20447504302926,1.0859714463066419,0,0,0,0,0.032,0.0531212121212,0.0704011278195,0.117994418386,0.0559295680966,0.00195663069114,1.00452163927,1.02265088412,1.0936126489,1.17336865623,0.237261842106,0.800174358974,6.75691897152,8.23129558176,0.98535623768,0.982313307131,0.982313307131,,,1.0,1.0112716763,1.03154481132,,,2.1412,-2.22580606061,-0.286513157895,1.89303013602,1.1966905371,0.848728998081,0.984016409327,0.983543348904,1.00449621328,1.03475688625,195.832687106,278.257086923,1462.42907214,3377.16033003,22.8232,-21.2127515152,0.630138721804,14.1584014071,12.1634008102,7.86209830566,0.986059422739,0.987437919761,1.00479962699,1.03819063297,17120.8122788,19171.7819311,86409.1469621,331660.803786,0.979136896256073,0.9865675907402115,1.0051443269505573,,29.357033333333394,0.9823133071308255,1.1034374014506465
2013-06-14,34.55,0.850047274481,0.9801418439716312,0.9922458357265939,1.02705112960761,1.1934369602763384,1.2282260931389974,1.2025757048381482,1.07431592039801,-2.94253202605,0,0,0,-0.0418,0.0380909090909,0.0680033834586,0.116197748593,0.0570453059072,0.00249590441155,0.990993575034,1.00881803317,1.07720487938,1.15684838338,0.196593684211,0.777057435897,6.65479082278,8.32901470126,0.97296536187,0.97296536187,0.969960696238,,,1.0,1.0,1.01857311321,,,1.077,-2.02452121212,-0.480780827068,1.87293069887,1.19900020365,0.855932551107,0.998620693024,0.997224208076,1.01839264363,1.04901562584,192.267914737,233.456065385,1437.27410323,3352.55631566,18.4226,-19.2880666667,-1.07175902256,14.0479539869,12.1250152397,7.94390309241,0.998632365117,0.999087937179,1.01661251499,1.05022648568,16732.7045083,15924.0152195,84327.71224,328018.241672,0.9742402315484805,0.9950795947901594,0.995658465991317,,29.369133333333394,0.9699606962380685,1.0864779874213835
2013-06-17,34.69,0.847701547036,0.9769079132638693,0.9934135166093928,1.016407852329329,1.1711681296421337,1.250540735400144,1.2496397694524495,1.0957043588123814,-1.49949400029,0,0,0,-0.1336,-0.00455151515152,0.0547571428571,0.109619465291,0.0602920475856,0.00413998117602,0.992830669281,1.01021425919,1.07361571583,1.15597209205,0.0982260526323,0.715873782051,6.28688542721,8.56692539308,0.991426121749,0.976907913264,0.973891072431,,,1.00405209841,1.00405209841,1.0227004717,,,-0.2982,-0.703151515152,-0.921433082707,1.77717349906,1.20493766555,0.877265068521,0.996989112933,0.99358566191,1.01367969337,1.04373522397,170.396299737,200.551452308,1390.28221479,3271.87193648,-4.1042,-6.72900606061,-5.28192180451,13.4830144465,12.0001182152,8.18522657871,0.993578122595,0.991835632724,1.00841776517,1.04099610241,15488.1179104,13174.4847413,79772.4538023,315199.294953,0.9495531853560104,1.0017296050735083,0.9662727010665899,,29.406766666666723,0.9738910724312184,1.090880503144654
2013-06-18,34.97,0.841331617577,0.9977175463623396,0.9817518248175183,1.0069104520587389,1.1541254125412541,1.2633670520231213,1.2418323863636362,1.1226324237560192,-1.61487460363,0,0,0,-0.0962,-0.016503030303,0.0493695488722,0.107114258912,0.0613480060361,0.00469753750146,1.00051499199,1.01679884276,1.07950423683,1.16330370601,0.096016842106,0.666325576923,6.16770101266,8.65096578223,1.0,0.984793016052,0.981751824818,,,1.01215629522,1.01215629522,1.03095518868,,,0.5936,-0.258260606061,-1.02385488722,1.73450131332,1.20668942218,0.884300198311,1.00308645279,0.99904102979,1.01874647718,1.04881289827,147.361731316,198.726809231,1375.09480196,3238.74162481,-1.3376,-2.71817575758,-6.41056466165,13.2233566135,11.9564057944,8.2643687359,1.00137235944,0.998779271971,1.01505289495,1.04758473061,12737.9751672,12932.4590606,78088.9066987,309768.453804,0.9745496139548184,0.9839862739490992,0.9548184157849586,,29.42136666666672,0.9817518248175183,1.074017199017199
2013-06-19,34.96,0.842008009153,0.9948776323278316,1.0104046242774567,0.996011396011396,1.1387622149837133,1.2499106185198428,1.2401560837176304,1.119795003203075,-1.7667600776,0,0,0,-0.0318,-0.0267151515152,0.0440981203008,0.104487148218,0.0623912315401,0.00525953476576,1.00007151541,1.01481879273,1.07643753368,1.16096520176,0.0954407894744,0.595174102564,6.03389240506,8.72602690252,0.999714040606,0.984511405238,0.981471083661,,,1.01186685962,1.01186685962,1.03066037736,,,2.2268,0.219896969697,-1.08672330827,1.68835297842,1.2085162037,0.891336424213,1.01038071173,1.00600345012,1.02553046747,1.05572131458,151.805398948,195.634911539,1368.77272328,3220.44164074,11.8884,1.53393333333,-7.23767255639,12.9470313555,11.913508515,8.34322910117,1.00985826153,1.00688908941,1.0230119783,1.05561967525,12882.2331475,12828.2542077,77185.4877007,306166.63317,0.9759725400457665,0.9628146453089244,0.9419336384439359,,29.436600000000052,0.9814710836608648,1.072063784115302
2013-06-20,34.26,0.859602062658,0.979136896256073,0.9833524684270951,0.9847657372808278,1.1188765512736771,1.2512783053323593,1.2297200287150036,1.103026400515132,-1.48502304147,0,0,0,-0.0062,-0.0376545454545,0.0385962406015,0.101653001876,0.0634141584623,0.00582474611435,0.980832820395,0.993353001298,1.05260732309,1.13588750536,0.119226052632,0.513278910256,5.88270373418,8.74927276336,0.979696883043,0.974957313603,0.961819202695,,,1.0,1.0,1.01002358491,,,2.2278,0.525357575758,-1.12776353383,1.63581355535,1.20997697785,0.898332594688,0.994573866219,0.989463102893,1.00820349871,1.03769866997,139.632223948,197.364330193,1348.90643087,3188.30646189,14.899,4.37503030303,-7.89591240601,12.6313163462,11.8681677552,8.42147754371,0.996726222869,0.993048272251,1.00854373955,1.04041579721,11665.8570262,12691.0276306,75421.4431185,301539.103714,1.0075890251021602,0.9950379451255109,0.9740221833041448,,29.44996666666672,0.9618192026951151,1.0505979760809567
2013-06-21,33.66,0.875262428204,0.9742402315484805,0.9548936170212765,0.9833479404031551,1.0614947965941341,1.2275711159737417,1.1789842381786337,1.1061452513966479,-0.689154878491,0,0,0,-0.0292,-0.0508,0.0326390977444,0.0985731941839,0.064408810947,0.00639210015528,0.965258162109,0.975256417686,1.03216310385,1.11433891993,0.199876578948,0.445419487179,5.69602023734,8.73945628931,0.962539319417,0.957882754696,0.944974733296,,,1.0,1.0,1.0,,,-0.4466,0.469709090909,-1.16870864662,1.57454385553,1.21066521917,0.905235463696,0.974429371628,0.968098727033,0.985660452749,1.01423257929,216.651469474,263.332563077,1324.68547114,3136.1480747,-5.0588,3.98627272727,-8.59732518797,12.2474708724,11.8165600489,8.49859281173,0.975776861105,0.97088873599,0.985362186711,1.01609706183,17557.6026261,17407.2460408,73938.3723752,294943.777391,1.0213903743315509,1.020499108734403,0.943256090314914,,29.461333333333386,0.9449747332959012,1.032198712051518
2013-06-24,32.94,0.895241853876,0.9495531853560104,0.9276260208392002,0.9711084905660377,1.0326018808777429,1.1814921090387374,1.1421636615811372,1.0807086614173227,2.25925925926,0,0,1,-0.2568,-0.0944666666667,0.0133263157895,0.0879701454034,0.067192279067,0.00809942850551,0.951569338321,0.953469860337,1.0043486712,1.08599970328,0.452529210527,0.353065384615,5.03178162975,8.69341408805,0.961471103327,0.941950243065,0.924761370017,,,1.0,1.0,1.0,,,-9.9886,-1.27439393939,-1.27441240602,1.3430814728,1.20831245605,0.925129281814,0.97928352174,0.97039248408,0.985126329817,1.01290900817,393.353421053,454.44524609,1245.48965378,2971.45266981,-82.1118,-10.7501151515,-10.5955597744,10.7057278143,11.6266042267,8.72100470874,0.982596681405,0.974966268841,0.987299260043,1.01683387441,29555.5743083,30407.4165687,70162.1418532,275182.103523,1.0549483910139648,1.0497874924104433,0.9529447480267154,,29.48926666666672,0.9247613700168444,1.0101195952161912
2013-06-25,34.08,0.865630868545,0.9745496139548184,0.9723252496433666,0.9901220220801858,1.0716981132075472,1.2294372294372293,1.1517404528556945,1.103269666558757,0,0,0,0,-0.2482,-0.105333333333,0.00652030075188,0.0841229362101,0.0680443990272,0.00866931160641,0.985241612581,0.98615391293,1.03679196851,1.12198223446,0.466952368422,0.337428461538,4.78195276899,8.71623895833,1.0,0.974549613955,0.956765861875,,,1.03460837887,1.03460837887,1.03460837887,,,-10.4174,-2.21176969697,-1.32421691729,1.25194223734,1.20598773734,0.931450510976,0.973895907744,0.96470773854,0.978017741265,1.00531527825,489.940981843,530.628506667,1225.899361,2913.33267256,-86.878,-19.0013636364,-11.3141236842,10.0730545732,11.5507385373,8.79186426035,0.975837305392,0.967620089418,0.978832900093,1.00767653923,36191.837878,36491.1256901,69600.9924189,268728.743045,1.0096830985915493,1.0076291079812207,0.9125586854460095,,29.50070000000005,0.956765861875351,1.045078196872125
2013-06-26,34.12,0.8649667839,0.9759725400457665,0.9709732498577119,0.9821531375935519,1.0479115479115477,1.2251346499102331,1.151924375422012,1.101000322684737,0,0,0,0,-0.166,-0.10963030303,-0.000335714285715,0.0802097326454,0.068860019632,0.00923966567298,0.987425660912,0.987318512946,1.03568515111,1.12169964454,0.473962894738,0.337650705128,4.52242745253,8.73877507862,1.0,0.97569345153,0.957888826502,,,1.03582270795,1.03582270795,1.03582270795,,,-8.5096,-3.00775151515,-1.3738537594,1.15583956379,1.20302000703,0.937625953284,0.983518664074,0.974624577614,0.986915361875,1.01423179117,523.260767106,568.02883359,1195.60914405,2857.49578162,-73.9824,-26.2541151515,-12.0017116541,9.39315239212,11.4696508688,8.86111715747,0.983115757532,0.974983149844,0.985390713812,1.01401826709,39424.1030854,40123.6183485,68356.7744889,262058.7549,0.9865181711606096,1.0257913247362251,0.9176436107854631,,29.512666666666718,0.9578888265019652,1.0463048144740876
2013-06-27,34.52,0.855322518347,1.0075890251021602,0.9865675907402115,0.9905308464849355,1.0482842392954754,1.2202191587133264,1.1576123407109324,1.1039334825711546,0,0,0,0,-0.0296,-0.10756969697,-0.00681766917293,0.0762458489681,0.0696435610056,0.009810883848,1.00005794078,0.998611432539,1.04552992042,1.13312215858,0.447164210527,0.332888205128,4.32372601266,8.77318591195,1.0,0.987131827281,0.969118472768,,,1.04796599879,1.04796599879,1.04796599879,,,-4.4166,-3.61327878788,-1.41396541353,1.05743163696,1.19948869989,0.943675480945,0.992848627111,0.983990793692,0.995288081298,1.02274673861,528.467262106,576.773977885,1150.01856956,2815.46960484,-39.9478,-31.6324909091,-12.5506225564,8.68891613508,11.3843468765,8.92896851671,0.993593205364,0.985479768678,0.995188655609,1.02382272534,39912.9785727,41201.249841,66122.0930433,256869.501415,0.9875434530706837,1.030706836616454,0.9044032444959442,,29.525733333333385,0.9691184727681079,1.0585709904937137
2013-06-28,34.38,0.859171999224,1.0213903743315509,0.9950795947901594,0.987363584147042,1.0536316273368067,1.218716767103864,1.1642397561801558,1.0991048593350383,0,0,0,0,0.1008,-0.100048484848,-0.0128864661654,0.0722419793621,0.0703921838373,0.0103825641993,0.997258843493,0.994381656869,1.03906701574,1.12684365782,0.417973421053,0.328835320513,4.10958922468,8.79633081761,0.99594438007,0.983409610984,0.965188096575,,,1.04371584699,1.04371584699,1.04371584699,,,0.3042,-3.95591515152,-1.44183684211,0.956880440901,1.19545647416,0.94960504402,0.99617666072,0.987482401628,0.997816625833,1.02519527211,527.666297632,577.356042052,1116.92167581,2774.39938365,3.0074,-34.2539212121,-12.8978308271,7.96903531895,11.2961233782,8.99554072983,1.00003196569,0.992131274459,1.00120830761,1.0297344172,39872.705179,41343.794567,64275.9167291,252005.203558,0.9991273996509599,1.0372309482257125,0.9278650378126817,,29.53833333333338,0.9651880965749581,1.0542778288868446
2013-07-01,34.75,0.851161630695,1.0549483910139648,1.0017296050735083,0.995131729667812,1.045741799578694,1.2362148701529705,1.193337912087912,1.116286540314809,0,0,0,0,0.1584,-0.0465333333333,-0.0304721804511,0.0599739212008,0.0724213548992,0.0121008046884,1.01136512464,1.00589061121,1.04394325155,1.13385852464,0.303468157895,0.321869487179,3.56128094937,8.86767263758,1.0,1.0,0.978597578147,,,1.01076207097,1.05494839101,1.05494839101,,,4.9574,-3.26596363636,-1.52643834586,0.639853939962,1.18043135549,0.966640660982,0.997709602656,0.989227013152,0.996351293086,1.02278005945,452.527668158,495.062352821,1074.69863036,2648.3056269,49.9636,-26.0751818182,-13.4318206767,5.67315731707,11.0143370927,9.1870563985,0.994958649758,0.987030513313,0.993708769114,1.02074065262,34258.2702893,38747.4286267,62272.6780845,236657.598743,0.9951079136690647,1.0362589928057553,0.9372661870503597,,29.577866666666704,0.9755755193711398,1.0656240417049985
2013-07-02,34.41,0.859977719655,1.0096830985915493,0.9839862739490992,0.9660303200449185,1.0296229802513464,1.2180530973451327,1.1914819944598338,1.0702954898911352,0,0,0,0,0.109,-0.0224727272727,-0.0352601503759,0.0559834427767,0.0730218325129,0.0126742863186,1.00253474347,0.995919076148,1.03157531834,1.12111622906,0.270137894738,0.319757948718,3.32311588608,8.87990753145,0.990215827338,0.990215827338,0.969022810476,,,1.00087260035,1.04462659381,1.04462659381,,,4.2746,-2.57272727273,-1.54345225564,0.528872748593,1.17440088637,0.972069976122,1.00099026907,0.992567686074,0.998980467995,1.02514996336,437.65069579,483.364423013,1068.31591013,2616.33231412,40.212,-19.9269636364,-13.4606443609,4.84940361163,10.9132104548,9.24805892985,0.999582890722,0.991634821336,0.997713454503,1.02439381279,33123.8057748,38187.0646882,62033.4115418,232376.755278,0.9979657076431272,1.0560883464109272,0.950886370241209,,29.591833333333373,0.9660303200449185,1.0471698113207546
2013-07-03,33.66,0.879452366805,0.9865181711606096,0.9628146453089244,0.9728323699421964,1.000297176820208,1.2047244094488188,1.1630960608154801,1.0417827298050137,0,0,0,0,0.0144,-0.00337575757576,-0.0394676691729,0.0520085600375,0.0735667281997,0.0132456158261,0.982587246216,0.974395345135,1.00727551574,1.09535102242,0.265202894738,0.329861282051,3.06352049051,8.87756476415,0.968633093525,0.968633093525,0.947901999437,,,1.0,1.0218579235,1.0218579235,,,2.88,-1.63074545455,-1.54704022556,0.415887148218,1.16781568946,0.977356220244,0.999268599478,0.99137618133,0.997101316558,1.02289181261,437.711436579,477.703118975,1062.02833411,2584.18381307,21.7638,-12.1536606061,-13.4129541353,3.99848576454,10.8073225973,9.30743847297,0.996519896453,0.988970073803,0.994379205498,1.02052083901,33264.5602514,37952.293567,61865.3751437,228511.211395,1.0398098633392752,1.061200237670826,0.9735591206179444,,29.602366666666708,0.9449747332959012,1.0218579234972678
2013-07-05,34.09,0.86891365992,0.9875434530706837,0.9950379451255109,0.9784730195177956,1.0308436649531298,1.2244971264367817,1.261658031088083,1.0583669667805031,0,0,0,0,-0.1024,0.0221757575758,-0.0452778195489,0.0442795028143,0.0744945484646,0.0143817610673,0.997104331803,0.986907338115,1.01626576736,1.10651056829,0.271525263159,0.33521275641,2.50765276899,8.87153943003,0.981007194245,0.981007194245,0.970119521912,,,1.01277480689,1.01277480689,1.03491196114,,,0.6584,0.305187878788,-1.51021165414,0.191035201689,1.15314064405,0.987507172705,1.00498940156,0.996756147286,1.00084934463,1.02646367008,380.258330527,458.39554609,1000.14958036,2520.13946742,-9.9164,2.86876363636,-13.0360338346,2.26217596154,10.5815682387,9.42139208798,1.0027725694,0.99481502987,0.99878018678,1.0244326743,28620.2327148,36548.5638959,59549.4623028,221728.441869,1.0437078322088587,0.9504253446758579,0.9791727779407451,,29.6212666666667,0.9570466030320046,1.0349119611414694
2013-07-08,34.35,0.863304221252,0.9991273996509599,1.020499108734403,0.974468085106383,1.0456621004566211,1.232508073196986,1.261013215859031,1.0761278195488722,0,0,0,0,-0.0428,0.0271090909091,-0.0457691729323,0.0336443714822,0.0754794567511,0.0160719813884,1.00718369741,0.994830357531,1.01828314793,1.11064183215,0.214321052632,0.335141282051,1.7461893038,8.90050502752,1.0,0.988489208633,0.982270517587,,,1.02049910873,1.02049910873,1.04280510018,,,2.0038,2.31315151515,-1.31791917293,-0.118747912758,1.12778269163,1.00173188073,1.01572976442,1.00764054449,1.00887908669,1.03479266332,314.719430264,396.21703359,847.836583544,2443.36577528,14.0716,16.9789454545,-11.4464199248,-0.234713250469,10.2139870488,9.58079766769,1.01331939685,1.00567042519,1.00720279763,1.0325631198,24005.4646135,31140.7013536,53828.4684617,213211.011439,1.0381368267831148,0.9228529839883551,0.9729257641921397,,29.65450000000003,0.9643458731049973,1.0428051001821494
