,open,percent300Avg,growth5,growth10,growth20,growth40,growth80,growth160,growth300,num,x3,x4,x5,slope5,slope10,slope20,slope40,slope80,slope160,movAvgDiff20,movAvgDiff40,movAvgDiff80,movAvgDiff160,var20,var40,var80,var160,sp_slope5,sp_slope10,sp_slope20,sp_slope40,sp_slope80,sp_slope160,sp_movAvgDiff20,sp_movAvgDiff40,sp_movAvgDiff80,sp_movAvgDiff160,sp_var20,sp_var40,sp_var80,sp_var160,dow_slope5,dow_slope10,dow_slope20,dow_slope40,dow_slope80,dow_slope160,dow_movAvgDiff20,dow_movAvgDiff40,dow_movAvgDiff80,dow_movAvgDiff160,dow_var20,dow_var40,dow_var80,dow_var160,5DayActual,10DayActual,50DayActual,k,300MovAvg
2012-07-23,12.47,1.13037423149,0.999198717948718,0.9361861861861862,0.9592307692307693,0.9968025579536371,0.8307794803464358,0.8045161290322581,0.6494791666666667,0,0,0,0,0.0992,-0.0394424242424,-0.00911090225564,0.0163076688555,-0.025197318917,-0.0065736340714,0.962154237877,0.962804254251,0.981397133329,0.9114914068,0.223426052631,0.263496858974,0.284813275316,1.54077029874,-1.727,-6.26727272727,6.16046052632,5.67637148218,-2.64327043044,1.11759015641,0.983739924939,0.99817938422,1.02077717162,0.995079875443,1332.79181579,5854.10480609,13932.5348165,21066.4347386,38.5148,6.95713939394,4.8594056391,5.22082209193,-5.80384438584,5.82760132473,1.0022981687,1.00742969034,1.01333427391,0.998006509156,18187.1122885,20079.0954408,49209.2483294,71800.0137952,1.0809943865276663,1.110665597433841,1.0593424218123497,,14.09576666666668
2012-07-24,13.0,1.08406666667,1.0284810126582278,0.9938837920489296,0.9992313604919293,1.0743801652892562,0.8586525759577278,0.8130081300813008,0.7138934651290499,0,0,0,0,0.0552,-0.0167757575758,-0.0145345864662,0.0168771810507,-0.0246544992382,-0.00673665731572,1.00479208533,1.00210055694,1.02265575834,0.95170552035,0.210364210526,0.247030705128,0.285563037975,1.4970747445,-4.542,-6.20751515152,5.35582330827,5.78105007036,-2.56363582689,1.11197045295,0.976610198332,0.989112648873,1.01188247058,0.986638525938,1810.96760526,5721.23607532,13860.6194585,20875.4442766,13.352,13.5492666667,4.78887406015,5.71473597561,-5.8107266526,5.73681501212,0.995090035571,0.99917162004,1.00594889869,0.990328633697,18076.8538408,18714.7940746,45363.6074618,71895.5005949,1.0253846153846153,1.0907692307692307,1.0153846153846153,,14.09286666666668
2012-07-25,12.8,1.10078125,1.0372771474878444,0.995334370139969,1.0110584518167458,1.015873015873016,0.8333333333333334,0.8010012515644556,0.7256235827664399,0,0,0,0,0.0052,0.00313333333333,-0.0192484962406,0.0173696998124,-0.0240941426395,-0.00689882981879,0.992825286019,0.985392328567,1.00667512116,0.938033884642,0.177819736842,0.228853782051,0.285318971519,1.48918961871,-9.043,-6.17112121212,4.46057518797,5.84647901032,-2.482692093,1.10571331751,0.977897591594,0.988358374989,1.01169421808,0.986768454579,2202.48933552,5407.4671218,13786.5869304,20525.7786139,-14.351,17.1569939394,4.55846428571,6.12019795966,-5.81000884025,5.64529625736,0.9882730702,0.991135895982,0.99837032933,0.98237504669,17933.0817187,18884.4437485,41364.6954918,72192.8060327,1.0640625,1.1046875,1.02109375,,14.090000000000016
2012-07-26,13.33,1.0571267817,1.0136882129277567,1.0689655172413792,1.0463108320251178,1.0596184419713832,0.8678385416666667,0.8561335902376365,0.7531073446327684,0,0,0,0,-0.0136,0.0222121212121,-0.0226973684211,0.0178352251407,-0.0235275580169,-0.00705929470512,1.03485754212,1.02380952381,1.04748246665,0.978276823719,0.164304210526,0.211487179487,0.28929056962,1.43961283019,-13.526,-6.28415151515,3.5012556391,5.88161198405,-2.40106535689,1.09882586905,0.979355530808,0.987458809906,1.01102350083,0.986808237954,2340.4898421,5091.91419872,13809.243519,20026.0330777,-40.3602,18.218630303,4.25524849624,6.4567521576,-5.80218270921,5.5531689354,0.99400621758,0.996014947384,1.00369357683,0.987373007562,17433.6576537,18790.4692,39367.3788021,72337.0727344,0.9992498124531133,1.0690172543135783,1.0247561890472618,,14.091500000000014
2012-07-27,13.2,1.06761868687,1.0068649885583525,1.0636583400483481,1.0138248847926268,1.0501193317422433,0.854922279792746,0.8707124010554089,0.7260726072607261,0,0,0,0,-0.0078,0.0376060606061,-0.0248484962406,0.0182660412758,-0.0229577004219,-0.0072181399603,1.02619917593,1.01172683375,1.03641181667,0.970186963113,0.14505368421,0.190801025641,0.290332594937,1.38982350629,-16.985,-6.66575757576,2.49157142857,5.8779070122,-2.31913627373,1.09128569826,0.976062494614,0.981641350208,1.00544484552,0.981826203346,2549.51328289,4845.40307051,13785.7553782,19535.2941186,-44.918,17.7917636364,4.06156052632,6.74489659944,-5.78470451242,5.46076984364,1.01033794821,1.01190740461,1.02029539357,1.0036008686,17426.8433398,19230.8070654,38485.2938094,72327.3850905,1.0340909090909092,1.143939393939394,1.003787878787879,,14.09256666666668
2012-07-30,13.48,1.04621661721,1.0809943865276663,1.080128205128205,0.9948339483394834,1.1076417419884963,0.9077441077441077,0.8974700399467377,0.7598647125140925,0,0,0,0,0.0866,0.0517272727273,-0.0245714285714,0.0192162992495,-0.0212320469995,-0.00768392262027,1.04829302434,1.03042348265,1.05677831566,0.994824770989,0.137988421052,0.174001025641,0.292685506329,1.25501004717,-10.579,-8.71987878788,-0.699124060151,5.69424976548,-2.07290533433,1.06599501613,0.980889989827,0.980267183666,1.00367076339,0.982504911447,2850.59418421,4433.30807692,13628.553568,18009.853204,30.3388,9.33308484848,3.8059056391,7.3874413227,-5.67258263449,5.18486267002,1.02311653298,1.0255294507,1.03480019028,1.01806996125,23076.741104,22898.7264174,40452.4394886,72576.5700468,1.0274480712166172,1.086053412462908,0.9755192878338279,,14.103000000000009
2012-07-31,13.33,1.05810452613,1.0253846153846153,1.0545886075949367,0.9596832253419726,1.1071428571428572,0.9086571233810498,0.9142661179698217,0.7476163768928773,0,0,0,0,0.082,0.0497939393939,-0.0231041353383,0.0192974906191,-0.0206427039381,-0.00783811663175,1.03473704638,1.01917158858,1.04514181547,0.984899561302,0.149082894737,0.172284038461,0.290756392405,1.22179834906,-4.147,-9.04993939394,-1.66238345865,5.58519770169,-1.99089543776,1.05678135392,0.998572271472,0.996120325028,1.01991317513,0.999435204464,2349.39957894,4168.98814744,13617.4780127,17312.1975463,55.9172,7.4320969697,3.88361804511,7.55262680582,-5.61355409634,5.09338853211,1.02115979505,1.02474518256,1.03428787805,1.01773507238,26249.4761082,25377.9013087,42260.613123,72809.2907717,1.0637659414853713,1.1147786946736684,0.9624906226556639,,14.104533333333341
2012-08-01,13.62,1.03562163485,1.0640625,1.1037277147487843,1.012639405204461,1.167095115681234,0.9458333333333333,0.934156378600823,0.75,0,0,0,0,0.0656,0.0493454545455,-0.0206421052632,0.0192701688555,-0.0200433002227,-0.00799183427575,1.05255023184,1.04011149506,1.0677014434,1.00736385195,0.16527368421,0.179374294872,0.294112009494,1.18792496462,2.607,-8.72896969697,-2.52571804511,5.45665982645,-1.90756212641,1.04715175321,1.00147479366,0.997883501174,1.02167059402,1.00202782156,2180.97431579,3959.55148077,13617.083968,17013.1717051,62.3842,6.72635757576,4.13776315789,7.68659015009,-5.54409895101,5.00177087768,1.01453662946,1.01884445579,1.02904570782,1.01269802265,25998.7166366,26036.1533231,43404.6842587,72922.732087,1.038179148311307,1.0748898678414098,0.9390602055800293,,14.105166666666673
2012-08-02,13.32,1.05878878879,0.9992498124531133,1.0129277566539925,0.9715536105032823,1.0953947368421053,0.9262865090403337,0.904891304347826,0.7379501385041551,0,0,0,0,0.0572,0.0485272727273,-0.0175304511278,0.0191355300188,-0.0194394690577,-0.00814546356791,1.02575950098,1.01658048883,1.04395873541,0.9863789728,0.155910263158,0.180379423077,0.296630870253,1.15047307783,9.233,-7.67678787879,-3.26419736842,5.31140830206,-1.8227531206,1.03713661392,1.00568266059,1.00109814368,1.02491934471,1.0061363735,2055.51747368,3738.74711378,13610.5032591,16745.7766225,52.1162,7.38844242424,4.51084736842,7.78575028143,-5.46525829231,4.90998177077,1.01003100018,1.01510109334,1.02590424635,1.00976308557,23527.9159379,26045.0431856,44372.5318567,72903.7659019,1.0698198198198199,1.0968468468468469,0.9496996996996997,,14.103066666666672
2012-08-03,13.65,1.03311843712,1.0340909090909092,1.0411899313501145,1.0066371681415929,1.0859188544152745,0.951219512195122,0.974304068522484,0.7434640522875817,0,0,0,0,0.0504,0.0488242424242,-0.0136462406015,0.018918902439,-0.0188282846929,-0.0082984678967,1.04617742863,1.04047564601,1.06927784578,1.011898143,0.157672368421,0.187516923077,0.304893275316,1.11245886792,14.223,-6.12996969697,-3.87759774436,5.15235576923,-1.73684903891,1.02671866623,1.0022185729,0.996574803114,1.02005171422,1.00239180877,1895.08775658,3510.60384455,13400.801568,16471.956726,27.4426,8.95288484848,4.91238796992,7.8512179409,-5.3781426805,4.81792619481,1.00220686935,1.00784645039,1.01899903181,1.00320175515,19618.1613777,25237.2626728,45076.5350177,72795.8552321,1.106227106227106,1.0827838827838827,0.9267399267399268,,14.102066666666673
2012-08-06,13.85,1.01775451264,1.0274480712166172,1.110665597433841,1.0397897897897896,1.1609388097233864,0.9644846796657381,1.002896451846488,0.7328042328042328,0,0,0,0,0.0566,0.0538787878788,0.00218872180451,0.0178951454034,-0.0169442290788,-0.00874987172961,1.04698189515,1.05023696682,1.08212635876,1.02952449534,0.148213421052,0.201475641025,0.337539224683,1.02144172563,9.248,0.148606060606,-4.92369360902,4.60257704034,-1.4718614847,0.993378340432,1.01133976196,1.00330904207,1.02580501186,1.01109492158,1604.45247368,3054.5499343,12540.5816946,15959.6664339,-19.113,14.9335090909,6.2615981203,7.91297152908,-5.06638911744,4.54058068281,1.01581081366,1.02228304819,1.03476846996,1.01998067498,15773.2626674,23207.3774192,48378.8057878,72880.6756209,1.0570397111913359,1.0541516245487366,0.9314079422382672,,14.095900000000004
2012-08-07,14.18,0.993899858956,1.0637659414853713,1.0907692307692307,1.084097859327217,1.1334932054356515,0.9745704467353952,1.0449521002210758,0.7132796780684105,0,0,0,0,0.0742,0.0609393939394,0.00888496240601,0.0175052532833,-0.0162888595874,-0.00889463278595,1.06452460493,1.07290129762,1.10628919164,1.05464264962,0.145405,0.225151538461,0.361149984177,1.00135210299,7.17,2.78239393939,-4.93838533835,4.41024472326,-1.38009448254,0.981635832485,1.0168629705,1.0087987652,1.03098962942,1.01744103563,1851.38575658,2972.32958974,12167.8962089,15793.9110172,-7.3326,17.2361939394,6.97124699248,7.93207786116,-4.94326459505,4.44884426024,1.01599918061,1.02276530169,1.03556029666,1.02138586135,17594.5666724,24519.3709064,50378.1820389,73191.7636072,1.0479548660084625,1.0366713681241184,0.9167842031029619,,14.093500000000006
2012-08-08,14.14,0.996617161716,1.038179148311307,1.1046875,1.099533437013997,1.1403225806451613,0.9915848527349229,1.0420044215180546,0.7087719298245615,0,0,0,0,0.0978,0.0668545454545,0.0156597744361,0.0171033067542,-0.0156171882325,-0.00903473664743,1.05759162304,1.06868209731,1.10160000779,1.05219097936,0.176642105263,0.243944551282,0.382708085443,0.984756588051,8.399,5.42551515152,-4.76946804511,4.21979291745,-1.2865472779,0.969879359454,1.02383622511,1.01567653681,1.0375292833,1.0251567839,2255.35944079,3031.1234359,11866.8678793,15705.3970248,17.9368,19.0135151515,7.84228383459,7.95787809568,-4.80966511808,4.35842032294,1.01807483033,1.0247354364,1.03794204272,1.0243547532,20617.6502379,25875.6942718,52694.0365063,73736.9173258,1.0353606789250354,1.0268741159830268,0.9214992927864214,,14.092166666666675
2012-08-09,14.25,0.988577777778,1.0698198198198199,1.0690172543135783,1.1427425821972734,1.14,1.01568068424804,1.0586924219910847,0.7433489827856025,0,0,0,0,0.1142,0.0717515151515,0.0224842105263,0.0167564493433,-0.0149291622714,-0.00916997117807,1.06129440679,1.07557316728,1.10785018756,1.06084504683,0.210422105263,0.267636858974,0.400435379747,0.969349335692,12.67,7.76754545455,-4.41944548872,4.02680405722,-1.19142148676,0.958110039241,1.02227246304,1.01414289932,1.03562260289,1.02436235656,2636.46770394,3062.56384615,11760.6080977,15621.89866,40.6266,20.0103212121,8.89332330827,7.99715787992,-4.66611634435,4.26937047465,1.01844726011,1.02489290282,1.03842900561,1.02555259967,23754.2761945,27105.2271276,54525.4640023,74302.6969008,1.0252631578947369,1.0252631578947369,0.8891228070175439,,14.087233333333343
2012-08-10,15.1,0.932790286976,1.106227106227106,1.143939393939394,1.216760676873489,1.2417763157894737,1.0839913854989232,1.0926193921852387,0.8019118428040362,0,0,0,0,0.1578,0.0796,0.0298466165414,0.0165286350844,-0.0142164293249,-0.00929904918771,1.11632720955,1.13640639699,1.17072414328,1.12417582929,0.342023947368,0.351644871795,0.458236455696,0.967188801101,14.702,9.42493939394,-3.90664661654,3.8252081379,-1.09520157202,0.946297155162,1.01571930643,1.00750245359,1.02856598245,1.01828706369,2795.65589473,3021.99216506,11713.2852136,15510.0924952,50.8826,20.1994,10.1240661654,8.03418923546,-4.5131276386,4.18171546917,1.0166857211,1.02288094013,1.03684432939,1.02456026486,26337.4593643,27739.822278,56906.4155113,74818.7184027,0.9788079470198675,0.9476821192052981,0.8052980132450331,,14.085133333333346
2012-08-13,14.64,0.961805555556,1.0570397111913359,1.086053412462908,1.1730769230769231,1.207920792079208,1.0693937180423667,1.0639534883720931,0.7930660888407367,0,0,0,0,0.2082,0.113103030303,0.0521676691729,0.016569934334,-0.0119482565635,-0.00965489212835,1.05784168503,1.0934553263,1.12608887949,1.09009172519,0.482310263158,0.545841987179,0.588763987342,0.960499996069,3.188,10.3247878788,-1.82689473684,3.21673487336,-0.800743582982,0.910654795628,1.01380897583,1.00833765547,1.02632616436,1.01919499639,3200.455,2955.97307051,10683.4383608,15306.5670038,19.4726,18.438169697,13.6019281955,8.1332445591,-4.00003297,3.92578371296,1.01580475183,1.0243060067,1.03808385685,1.02750507752,28324.4560766,34544.3758164,63751.3562759,76564.4002214,0.9972677595628414,0.9965846994535519,0.8101092896174863,,14.080833333333352
2012-08-14,14.86,0.947422611036,1.0479548660084625,1.1147786946736684,1.175632911392405,1.2180327868852459,1.081513828238719,1.0333796940194715,0.816035145524437,0,0,0,0,0.1596,0.123412121212,0.0588097744361,0.0167924015009,-0.0111518328059,-0.00976296510606,1.06580598888,1.10750885038,1.13998580771,1.10644199044,0.469082894737,0.59785,0.621045506329,0.961556411164,-0.209,9.86312121212,-1.00967293233,3.01616862101,-0.699336475914,0.898701881665,1.01833617017,1.01451632529,1.03162370506,1.02533685379,3356.72786184,2956.89766667,10476.7591737,15366.3815895,7.7458,19.0112545455,14.5288447368,8.16116829268,-3.80909709183,3.84252249923,1.01083262228,1.02100189083,1.03454135664,1.02443477371,21355.7034135,36407.4209618,65767.6490415,77131.2241283,0.9892328398384926,0.9582772543741589,0.835127860026918,,14.078700000000017
2012-08-15,14.64,0.961632513661,1.0353606789250354,1.0748898678414098,1.1863857374392222,1.134004647560031,1.1124620060790273,1.03756201275691,0.8146911519198665,0,0,0,0,0.085,0.128054545455,0.0646270676692,0.0171106003752,-0.0103401180849,-0.00986462914201,1.04511707596,1.08892112016,1.12037958215,1.09016782553,0.470427368421,0.634902307692,0.641550379747,0.958082248428,,,,,,,,,,,,,,,3.9654,19.9391515152,15.2413142857,8.18476076454,-3.60863721871,3.76018594098,1.00817054844,1.01964707267,1.03306959901,1.02344681055,15337.703704,38096.133082,67540.5164873,77704.1118025,0.9918032786885245,0.9754098360655737,0.8381147540983606,,14.078300000000018
2012-08-16,14.61,0.963611681497,1.0252631578947369,1.0968468468468469,1.1110266159695816,1.0927449513836949,1.1009796533534288,1.0391180654338548,0.8320045558086561,0,0,0,0,0.0094,0.127163636364,0.069472556391,0.0175235694184,-0.00951560302391,-0.00995988707445,1.03775260148,1.0845721285,1.11540553695,1.08808073097,0.449908157895,0.668684038461,0.658854287975,0.953242417453,3.067,8.27457575758,0.669415413534,2.63071423546,-0.491245311768,0.87470367388,1.0208957561,1.02123588411,1.03629854077,1.0317998488,3341.97654605,2872.17330769,10159.0381388,15492.9134654,1.1388,20.0422787879,15.7075657895,8.20497462477,-3.39972688262,3.67880870279,1.00755372131,1.01955331359,1.0328814579,1.02376890046,14424.596299,39766.5816574,69249.8797627,78277.7190179,1.0,0.9780971937029431,0.8350444900752909,,14.078366666666682
2012-08-17,14.78,0.952571041949,0.9788079470198675,1.0827838827838827,1.1273836765827612,1.099702380952381,1.1360491929285166,1.0671480144404333,0.8494252873563218,0,0,0,0,-0.0454,0.121933333333,0.0733345864662,0.0180007035647,-0.00867772943038,-0.0100484491277,1.04396962741,1.09471345246,1.12604161707,1.10080297917,0.428619736842,0.711477884615,0.69075403481,0.951109492925,6.93,7.43327272727,1.48966165414,2.44315724672,-0.385220940284,0.862685226199,1.01588713434,1.01845143398,1.03261166707,1.02886610159,3006.84101973,2831.95724199,10211.2400617,15541.3187499,2.9218,20.0020909091,15.9697646617,8.23755187617,-3.18166632677,3.59854632969,1.01288204314,1.02564767413,1.03897187323,1.03043838106,14288.9758977,42642.1726958,71343.5327124,79230.9581022,0.9682002706359947,0.9573748308525034,0.8186738836265224,,14.079000000000015
2012-08-20,14.6,0.964365296804,0.9972677595628414,1.0541516245487366,1.1708099438652766,1.123076923076923,1.117061973986228,1.0488505747126438,0.8528037383177569,0,0,0,0,-0.0108,0.0799090909091,0.0794958646617,0.0198193245779,-0.00609593442335,-0.010267414285,1.0163592064,1.07165795027,1.10512919982,1.08753340348,0.325942105263,0.7949625,0.760921503164,0.946454072327,,,,,,,,,,,,,,,15.968,17.1528424242,16.0941454887,8.3825086773,-2.47653069767,3.36782295784,1.01180372125,1.02425042654,1.03837072328,1.03175772548,15787.1822345,46549.3912551,76608.0092597,82108.3641884,0.9993150684931507,0.9452054794520549,0.8246575342465753,,14.079733333333346
2012-08-21,14.7,0.957798185941,0.9892328398384926,1.0366713681241184,1.1307692307692307,1.1299000768639507,1.1247130833970924,1.027972027972028,0.8571428571428572,0,0,0,0,0.002,0.058903030303,0.080119924812,0.0205739681051,-0.00521670475856,-0.0103271246557,1.01948817532,1.07460067985,1.11004134338,1.0950281439,0.299567368421,0.787343333333,0.774248037975,0.944959272799,3.0,5.38048484848,4.29535338346,1.78558208255,0.0400543248945,0.816175945136,1.00871784526,1.01754920454,1.02847409417,1.02897919698,1516.99292105,3156.96276282,9210.79417563,15083.6142609,18.2172,14.8953757576,16.1135030075,8.46276193715,-2.22878311797,3.2943136244,1.01059548692,1.02273847916,1.03728365578,1.03151739091,16161.8634948,45476.6551615,77550.515869,82536.3470958,0.9687074829931973,0.9068027210884354,0.8625850340136054,,14.079633333333346
2012-08-22,14.52,0.969524793388,0.9918032786885245,1.0268741159830268,1.134375,1.1469194312796207,1.1247095274980634,1.0334519572953735,0.8586635127143701,0,0,0,0,-0.0106,0.0386,0.0800954887218,0.0213807926829,-0.00432834622597,-0.0103818923591,1.00283168727,1.05736496204,1.09402224587,1.08156424581,0.232746315789,0.761279423077,0.779457452532,0.946398742139,1.507,4.89887878788,4.83717857143,1.6552314728,0.143633197082,0.805103660971,1.01191210686,1.02160388416,1.03197661164,1.0337004449,1511.811125,3361.46335737,8907.45106962,14851.8509307,14.7662,12.1128606061,16.1398056391,8.54937685272,-1.97785528159,3.22205441604,1.00410285597,1.0158299854,1.03070423763,1.02577971694,14846.5077314,42311.8122122,77445.1111732,82558.4489402,0.9834710743801652,0.9242424242424243,0.8581267217630855,,14.077500000000015
2012-08-23,14.61,0.963436002738,1.0,1.0252631578947369,1.0960240060015003,1.1467817896389325,1.1299303944315544,1.0339702760084926,0.870679380214541,0,0,0,0,-0.0186,0.0195939393939,0.0794898496241,0.0222517589118,-0.00343333626348,-0.0104315766729,1.005713499,1.05967469945,1.0981453295,1.08825802367,0.19505368421,0.7331025,0.781852594937,0.9466943239,2.171,4.56309090909,5.31856954887,1.55009896811,0.246539828,0.79427735199,1.01337120065,1.02419124909,1.03378821221,1.03689688487,1392.62875658,3621.56702564,8114.37796044,14813.500533,4.8494,9.46672727273,16.1600120301,8.66394026735,-1.72532825686,3.15104502199,1.00096225253,1.01259206388,1.02754565705,1.02372677219,11122.8885116,38402.4114487,73023.4030213,82200.8720166,0.9780971937029431,0.915811088295688,0.8932238193018481,,14.075800000000015
2012-08-24,14.31,0.983445143256,0.9682002706359947,0.9476821192052981,1.0840909090909092,1.099078341013825,1.0857359635811836,0.9734693877551022,0.8736263736263737,0,0,0,0,-0.041,0.00175151515152,0.0781097744361,0.0231864212008,-0.00253675574308,-0.0104766029679,0.98282967033,1.03435190372,1.0729348254,1.06605082552,0.155905263158,0.689158910256,0.759746772152,0.943081619497,2.8,4.27715151515,5.71039661654,1.46601313321,0.348279059716,0.783673122455,1.00689433832,1.01862290437,1.02741653385,1.03173542254,1087.90105263,3775.07545513,7444.45560759,14737.0962563,-11.544,6.6944,16.0912887218,8.7967397045,-1.47321993964,3.08115337257,0.991320189673,1.00255500284,1.01735293439,1.01461154931,7690.59545899,33481.5091487,67065.2606389,81474.6186892,0.9888190076869322,0.9343116701607267,0.9021663172606569,,14.073100000000016
2012-08-27,14.59,0.964281471327,0.9993150684931507,0.9965846994535519,1.0823442136498516,1.0767527675276751,1.1327639751552794,1.0027491408934708,0.9310784939374601,0,0,0,0,-0.0568,-0.0320848484848,0.0695522556391,0.0260001876173,0.000149975093765,-0.0105886280653,0.996823010966,1.04374575241,1.08725419876,1.08722381609,0.0786555263156,0.553223333333,0.746716946202,0.934897861636,0.877,3.7286969697,6.32022932331,1.30991041276,0.646409026313,0.752696694085,1.00193849788,1.01494691318,1.02267625167,1.0296037885,479.641440789,4133.87946154,6555.33547429,14718.7803411,-36.0204,-1.70216363636,14.6581484962,9.22238710131,-0.723123208216,2.87749588262,0.998681642836,1.00875154103,1.02327640128,1.02299598307,4447.25212083,28479.6280695,58681.9089944,79774.8135665,0.945853324194654,0.9095270733379026,0.8738862234407129,,14.068866666666684
2012-08-28,14.24,0.987991573034,0.9687074829931973,0.9582772543741589,1.0682670667666916,1.025197984161267,1.1346613545816733,0.964769647696477,0.9081632653061225,-4.40661444735,0,0,0,-0.0456,-0.0361636363636,0.0650601503759,0.0269630863039,0.00104302185888,-0.0106185829097,0.972577946249,1.01672527355,1.05889351576,1.061221448,0.0739292105262,0.536614807692,0.726332658228,0.933084528302,-2.557,3.03551515152,6.29926315789,1.2757467167,0.743617791842,0.742343666226,0.994331501924,1.00682186213,1.01408920706,1.02157598778,508.213756578,4154.19617949,6349.11287342,14719.6676336,-26.4066,-4.65768484848,13.8029030075,9.35153815666,-0.474496142464,2.81129126342,0.996158795398,1.00565742363,1.01989817196,1.02029860459,4573.07975031,28150.8873405,57495.398422,79602.589844,0.9360955056179775,0.9515449438202248,0.8953651685393258,,14.069000000000017
2012-08-29,14.28,0.985296451914,0.9834710743801652,0.9754098360655737,1.0484581497797356,1.0617100371747212,1.1442307692307692,0.9951219512195122,0.9009463722397476,-4.18948101707,0,0,0,-0.0348,-0.0359333333333,0.059577443609,0.0279371716698,0.00193316631505,-0.0106465252549,0.975209997951,1.0174563591,1.05955351098,1.06423710577,0.0727378947367,0.517092307692,0.705052515823,0.932294964623,-6.559,1.91345454545,6.14613721805,1.24833067542,0.838313979723,0.73193267132,0.991732106985,1.00370347367,1.01055244214,1.01872739474,569.766473683,4155.81498558,6114.77063133,14587.5217449,-12.0976,-7.60158787879,12.7057379699,9.4733602955,-0.226542623359,2.74593952431,0.99496437981,1.00387068082,1.01776430748,1.01880994339,4816.63372215,27921.2069266,56053.9517585,79536.1272553,0.9397759103641457,0.9600840336134455,0.8550420168067228,,14.070033333333349
2012-08-30,14.29,0.984553300676,0.9780971937029431,0.9780971937029431,1.0728228228228227,1.0423048869438365,1.1561488673139158,1.0049226441631505,0.9195624195624196,-3.95679442509,0,0,0,-0.022,-0.0359757575758,0.0532586466165,0.0288676360225,0.00281870311767,-0.0106724636155,0.978599554871,1.01603327527,1.05854792263,1.06503693904,0.0665776315788,0.495927948718,0.701064414557,0.931011933963,-11.802,0.343939393939,5.83041165414,1.22060154784,0.930862283169,0.721397140605,0.980799077331,0.992175093535,0.998511455811,1.00698370408,867.041736841,4178.58523077,5957.78664399,14556.5801411,0.4366,-10.1684,11.3870387218,9.58021878518,0.0212872348218,2.68146658387,0.995033298055,1.00339961973,1.0170551506,1.01861385029,5051.12544741,27653.3278541,55352.3353481,79683.5465778,0.9363191042687194,0.9566130160951715,0.8299510146955913,,14.069266666666682
2012-08-31,14.15,0.994207302709,0.9888190076869322,0.9573748308525034,1.0366300366300367,1.0435103244837758,1.156045751633987,1.0107142857142857,0.8772473651580905,-2.97893258427,0,0,1,-0.0242,-0.0371636363636,0.0462142857143,0.0297495309568,0.00369690430145,-0.0106966241357,0.972174510477,1.00422270324,1.04648152942,1.05472553377,0.0619526315788,0.472061282051,0.690628101266,0.928312543239,-15.172,-1.39548484849,5.37277255639,1.1999700985,1.02141098951,0.710770434911,0.986031263335,0.997122853093,1.00296417858,1.01205594651,1002.45401974,4177.53784615,5620.97563252,14535.6503608,1.9974,-12.5536666667,9.79762593985,9.67780694184,0.267506408228,2.61775663078,0.988148986407,0.995735887296,1.00882493522,1.01097137588,6397.71153978,27391.7628244,52692.3309237,79595.042096,0.9448763250883392,0.9802120141342755,0.8409893992932862,,14.068033333333345
2012-09-04,13.8,1.01878502415,0.945853324194654,0.9452054794520549,0.996389891696751,1.0360360360360361,1.0926365795724466,0.9899569583931135,0.8767471410419314,-0.824177777778,0,0,1,-0.0504,-0.0410484848485,0.0174684210526,0.0327844043152,0.00708280297703,-0.0107691577003,0.957967442991,0.971369243493,1.01370894433,1.02989878259,0.0730365789472,0.305278910256,0.611663148734,0.895148034592,-8.109,-7.45715151515,2.72468421053,1.13998897749,1.36112203323,0.666970516579,0.981886530655,0.988969499822,0.994716412935,1.00543755991,1829.01191447,3476.46694872,4818.18335285,14438.9659587,-19.812,-15.500569697,3.15954210526,9.84186667448,1.2236156206,2.3703466267,0.997193540161,1.00017060842,1.01406044889,1.01815507788,9425.32109899,13630.3841661,48559.1663878,78164.3108278,0.9615942028985507,0.9644927536231884,0.8413043478260869,,14.05923333333334
2012-09-05,13.33,1.05437109277,0.9360955056179775,0.9068027210884354,0.9400564174894217,1.019113149847095,0.9910780669144982,0.967343976777939,0.8650227125243348,0.74255818149,0,0,1,-0.0736,-0.0443636363636,0.00966917293233,0.0333601547842,0.00786881006798,-0.0107812037641,0.929470418018,0.938071780436,0.978097369483,0.995663114061,0.127402894737,0.29898974359,0.584217974683,0.875994335692,-5.412,-8.54039393939,1.95177443609,1.13264985929,1.44072740125,0.655699748861,0.984557606188,0.989917177457,0.995769618012,1.00685502044,1989.89301974,3127.01173718,4545.08670253,14443.9687543,-10.0588,-14.021169697,1.68249661654,9.81318015947,1.45333541813,2.3106974323,0.993404641909,0.995608062987,1.00934314415,1.01383968428,9775.34831873,12654.7958753,47889.8533857,77912.5663739,1.016504126031508,1.0187546886721681,0.8694673668417104,,14.054766666666673
