,open,percent300Avg,growth5,growth10,growth20,growth40,growth80,growth160,growth300,num,x3,x4,x5,slope5,slope10,slope20,slope40,slope80,slope160,movAvgDiff20,movAvgDiff40,movAvgDiff80,movAvgDiff160,var20,var40,var80,var160,sp_slope5,sp_slope10,sp_slope20,sp_slope40,sp_slope80,sp_slope160,sp_movAvgDiff20,sp_movAvgDiff40,sp_movAvgDiff80,sp_movAvgDiff160,sp_var20,sp_var40,sp_var80,sp_var160,dow_slope5,dow_slope10,dow_slope20,dow_slope40,dow_slope80,dow_slope160,dow_movAvgDiff20,dow_movAvgDiff40,dow_movAvgDiff80,dow_movAvgDiff160,dow_var20,dow_var40,dow_var80,dow_var160,5DayActual,10DayActual,50DayActual,k,300MovAvg
2013-02-05,59.0,0.861240112994,0.9994917838387261,1.00169779286927,1.0530073175084775,1.0735080058224162,1.1532447224394058,1.2452511608273533,1.3231666292890782,-3.55121121972,0,0,0,-0.0108,0.0384666666667,0.12764924812,0.0785662523452,0.0613132325363,0.0314788129541,1.00632792645,1.02955611299,1.05745663756,1.10834676695,0.0986305263143,2.50627019231,3.66837917722,9.70597452437,-4.623,-3.15078787879,-0.742323308271,3.92866709662,3.58812622334,3.23633896756,0.985569296606,0.985697974725,1.00307094402,1.03558717427,1025.03371054,1774.70625,13782.9186567,38376.1726178,-0.588399999998,22.0178424242,23.2441639098,12.2411109053,-1.00410643606,2.69160180366,1.00716439506,1.0244371505,1.04371313093,1.04476004158,20468.7263948,83654.3983669,123095.033225,100208.803888,1.0303389830508474,1.0505084745762712,1.057457627118644,,50.813166666666646
2013-02-06,58.97,0.86225764513,1.000678771423723,1.0147995181552227,1.0439015755000884,1.0753099927060539,1.1621994481671265,1.2388655462184874,1.3359764386044404,-3.42082678336,0,0,0,-0.0054,0.0324424242424,0.120165789474,0.0812274155722,0.061533246894,0.0320222338092,1.00507908372,1.02697619338,1.05544344464,1.10633617602,0.0886273684195,2.34417846154,3.67102525316,9.72457622248,-6.467,-2.80615151515,-1.20688345865,3.73630757505,3.58164743026,3.25845650892,0.989007500587,0.988378442755,1.0052966309,1.03771643522,1179.51270396,1643.349,13116.1158291,37330.4061548,5.3966,19.251969697,22.9153240602,12.5060108349,-0.748604831809,2.70045391083,1.01264430859,1.03007960969,1.04975609643,1.05179393195,18114.494424,82618.5346369,121387.882284,102993.336329,1.0344242835340003,1.0381549940647787,1.0437510598609463,,50.84733333333331
2013-02-07,59.38,0.856885034243,1.012964858410099,1.016432728517631,1.0592222618622904,1.0911429621462698,1.1807516404851859,1.2273666804464656,1.365057471264368,0,0,0,0,0.029,0.0287212121212,0.112784586466,0.0838666744841,0.0617684101031,0.0325642451548,1.01111924668,1.03187015605,1.06134267534,1.11251757923,0.103737894735,2.18943487179,3.73850987342,9.76124622248,-9.565,-2.80190909091,-1.64617857143,3.53971787054,3.57494990184,3.27997776555,0.984811617159,0.982933307678,0.999086720096,1.0312439365,1389.93592106,1602.75848558,12160.5356009,36317.6832916,12.5552,16.4435030303,22.5581503759,12.8055380394,-0.483047126992,2.70941742326,1.01173634911,1.02892196072,1.04892349473,1.05185054461,17159.167003,80724.5674985,120077.696098,105476.152853,1.0191983832940383,1.0301448299090603,1.0414280902660829,,50.881833333333304
2013-02-08,60.2,0.845831672204,1.0220713073005094,1.0236354361503146,1.0664304694419842,1.0953420669577876,1.1975333200716132,1.2223350253807108,1.3467561521252795,0,0,0,0,0.1002,0.0318727272727,0.106301879699,0.0865482410882,0.0620280312353,0.033105783429,1.02340921068,1.0434812754,1.07432854466,1.12624542375,0.197716842104,2.09131564103,3.86687341772,9.8527742099,-13.091,-3.15321212121,-2.05418609023,3.33820344747,3.56784232888,3.30086660017,0.982587810998,0.979376081747,0.994767087523,1.02669206646,1664.47038817,1642.53335897,11210.8141515,35250.7690919,16.8048,13.5976,22.1506109023,13.1147005629,-0.20839607507,2.7184117085,1.00739614245,1.02419849401,1.04460920021,1.04819283041,14853.4041422,77049.1750102,120839.562635,107529.118469,1.0186046511627906,1.0299003322259135,1.027906976744186,,50.91906666666664
2013-02-11,60.36,0.845506406008,1.0317948717948717,1.028104241185488,1.0585759382672746,1.1018619934282585,1.2016723073860243,1.2460776218001652,1.335693737552556,0,0,0,0,0.2816,0.0709757575758,0.0944165413534,0.0942731707317,0.0629559511252,0.0347196911073,1.02152721365,1.03871073214,1.0726066376,1.12429844852,0.416374736841,1.62923051282,4.30730808544,10.0515099017,-12.75,-6.01475757576,-3.04760526316,2.7193597561,3.54464261017,3.35959357192,0.98381693123,0.976876518611,0.989466416814,1.02084259739,1822.60880922,2198.12092308,8307.4028129,31646.5456211,3.7794,8.3599030303,21.4389552632,14.0666009615,0.665625213901,2.74450582481,1.00714920563,1.02234679688,1.04487758084,1.05049643908,6026.77030822,50753.8107549,121857.351746,113975.94837,1.0164015904572565,1.0006626905235254,0.9068919814446654,,51.03476666666664
2013-02-12,60.79,0.840158469046,1.0303389830508474,1.0298153481280705,1.0594283722551412,1.1170525542080116,1.213373253493014,1.2617268576172687,1.3067497850386929,0,0,0,0,0.2798,0.0927090909091,0.0915567669173,0.096700445591,0.0633247919597,0.0352546887818,1.02647664719,1.04406669043,1.0786377297,1.13057972665,0.499595789472,1.71034301282,4.49680783228,10.1336188522,-10.612,-7.495,-3.36370864662,2.5065983818,3.53625741327,3.37790941098,0.982007003985,0.974345523418,0.985583608104,1.0166197567,2056.00934212,2575.02094711,7462.44165784,30318.2674807,1.4176,7.91939393939,21.0641857143,14.3804991088,0.972073732712,2.75286519798,1.00464865837,1.01971943746,1.04214788651,1.04840508109,4434.62878007,50697.7050615,121946.702385,116098.002586,1.0195755880901465,1.0006580029610133,0.9221911498601745,,51.07323333333331
2013-02-13,61.0,0.837918579235,1.0344242835340003,1.0351264211776685,1.0619777158774373,1.1296296296296295,1.2079207920792079,1.2836700336700335,1.312110131211013,0,0,0,0,0.248,0.118721212121,0.0894417293233,0.0990704268293,0.0637259083451,0.0357880407316,1.02778386211,1.04543351214,1.08070281116,1.13275782427,0.614609473683,1.76622461538,4.69568348101,10.2376092925,-7.938,-8.80021212121,-3.66589473684,2.29564528612,3.52802979225,3.39558999665,0.988579045745,0.980443929856,0.990464213283,1.02144135333,2089.83326317,2768.08363942,6566.69101899,28868.6697279,5.4482,7.80011515151,20.5487954887,14.6948066604,1.28597595962,2.76111900874,1.00719460125,1.02201293396,1.04453338083,1.05148642505,4092.90290823,50567.8820964,122316.12187,118580.509887,1.0036065573770492,1.0155737704918033,0.9231147540983607,,51.11303333333331
2013-02-14,60.52,0.845198832342,1.0191983832940383,1.0324121460252476,1.0552746294681778,1.119496855345912,1.1866666666666668,1.2684971704045274,1.2934387689677282,0,0,0,0,0.201,0.141345454545,0.087745112782,0.101321060038,0.0641391804384,0.0363187749949,1.01822953909,1.0352067805,1.07067905944,1.12235542569,0.663434473683,1.73375839744,4.83040504747,10.3696518514,-6.469,-9.62190909091,-3.96085338346,2.08661233583,3.51920121308,3.41260554337,0.986585301699,0.978418347144,0.987126795974,1.01781826444,2308.61052633,3004.02263461,5743.62979392,27698.5254598,5.6634,7.58786666667,19.881875188,14.9890798077,1.60366031851,2.76919992318,1.00405484086,1.01830525256,1.04092179455,1.04846116077,3788.01048928,49439.6375895,124006.192763,121212.598356,1.0107402511566423,1.023463317911434,0.9420026437541308,,51.151433333333316
2013-02-15,61.32,0.834841813438,1.0186046511627906,1.0410865874363329,1.0552400619514715,1.1294897771228587,1.1997652122872235,1.3099765007477033,1.2986022871664549,0,0,0,0,0.1684,0.162727272727,0.0871203007519,0.103490196998,0.0645735305321,0.03684781391,1.02951546288,1.04651460461,1.08316258037,1.13558184217,0.812911578946,1.77103051282,5.05389721519,10.5610965409,-6.423,-10.1648787879,-4.28632894737,1.87502145872,3.50882057988,3.42886934182,0.976642795658,0.968234126399,0.975490788673,1.00556276757,2977.41892106,3558.28652404,5158.39768949,26639.7298772,7.373,7.32966666667,19.0774293233,15.2657862336,1.9246354826,2.77708397865,1.00283816163,1.01653420615,1.03923638152,1.04741166049,3308.26491875,47749.06724,124744.473316,123730.581091,1.0110893672537509,1.0071754729288975,0.9360730593607306,,51.19249999999998
2013-02-19,61.35,0.837131757675,1.0164015904572565,1.0487179487179488,1.0526767330130404,1.119934282584885,1.2074394804172406,1.2978633382695155,1.3069876438005965,0,0,0,0,0.1226,0.193557575758,0.0940567669173,0.11113238743,0.0665057782466,0.038945910088,1.02158908307,1.03804471968,1.07706926556,1.12975103123,1.1109818421,1.70866435897,5.79593289557,11.2188971069,-9.092,-9.73433333333,-5.76794548872,1.00180769231,3.45252152924,3.48472040351,0.988624691171,0.97764264521,0.980365477074,1.00883467636,3391.11907238,4953.84951282,4223.78120214,22613.4460122,-3.4188,5.06756363636,14.9684823308,16.1996881332,3.2331860906,2.80555839516,1.00220076515,1.01278388152,1.03600163783,1.04670152912,2504.81482217,35947.1234462,124970.688723,133497.592968,0.9845150774246129,1.021841890790546,0.9290953545232273,,51.35803333333332
2013-02-20,61.98,0.829199741852,1.0195755880901465,1.0505084745762712,1.0522920203735144,1.1405962458594037,1.2398479695939186,1.3181624840493404,1.3294723294723294,0,0,0,0,0.1166,0.189066666667,0.0979176691729,0.112710928705,0.0670435214487,0.0394674471537,1.02920053469,1.04650868292,1.08635115802,1.13966819438,1.16845552631,1.79425615385,6.03073403481,11.4152723899,-3.455,-8.68072727273,-6.05175,0.779232762664,3.4353613675,3.49640531017,1.00033914299,0.989023559624,0.990953631199,1.01930806785,3061.73801975,4910.29176923,4075.62554392,21855.2946462,-0.210400000001,4.11032121212,13.9010274436,16.3753137899,3.56483499473,2.81230942435,1.00561357788,1.01565117192,1.03902073177,1.05039038176,2753.42618402,34246.7162716,125654.275976,136361.920218,0.9814456276218135,1.0204904808002582,0.910293643110681,,51.39379999999998
2013-02-21,61.22,0.840041925297,1.0036065573770492,1.0381549940647787,1.0535191877473757,1.1196049743964887,1.2256256256256255,1.2874868559411146,1.3128886982629209,0,0,0,0,0.0982,0.177024242424,0.10192443609,0.11408836773,0.0675873476324,0.0399870440496,1.01462606174,1.0318470264,1.07148326573,1.1242439198,1.11485131579,1.76022538462,6.16928044304,11.583316588,2.595,-7.38851515152,-6.28622368421,0.554365501876,3.41636328674,3.50716830156,0.994680011542,0.982976363529,0.984085165827,1.01175286497,2662.54512501,4956.69015384,4066.03961868,21261.2947547,0.0213999999998,2.94275151515,12.7737548872,16.5186883912,3.89395935595,2.8188605233,0.997627083375,1.00699578988,1.0301584349,1.04210953116,2295.7475356,31309.3417179,124821.779452,138165.765874,1.0119242077752368,1.0339758248938256,0.9348252205161711,,51.42736666666664
2013-02-22,61.17,0.841274589941,1.0107402511566423,1.0301448299090603,1.047072920232797,1.1311020710059172,1.2112871287128713,1.2773021507621634,1.3062139654067906,0,0,0,0,0.0608,0.158406060606,0.106008270677,0.115286257036,0.0681359983005,0.0405044234516,1.01189393062,1.02920454115,1.0689944427,1.12188741923,1.02900947368,1.69906608974,6.26380607595,11.7372685181,5.356,-6.34978787879,-6.51188345865,0.321877345216,3.39487479489,3.51690789527,0.982658774869,0.970305905301,0.970455021408,0.997151256918,2535.35194738,5340.20861378,4251.98460404,20640.6075117,-2.771,1.52236969697,11.5773736842,16.6313547608,4.21958428563,2.82514496468,0.994194856138,1.00286164046,1.02582093233,1.03843358692,2104.69566823,27954.9372062,122461.544391,139640.867517,1.0125878698708517,1.0277914010135687,0.9323197645904855,,51.46076666666665
2013-02-25,62.0,0.831702688172,1.0110893672537509,1.0299003322259135,1.0542424757694269,1.1330409356725146,1.2097560975609756,1.3060880556140722,1.3359189829778066,0,0,0,0,-0.025,0.092703030303,0.117019924812,0.117661890244,0.0698051131036,0.0420500216988,1.01893242177,1.0378566586,1.0787111142,1.13269809371,0.606048421051,1.60585923077,6.63138632911,12.2324566627,-8.858,-4.56127272727,-6.92947368421,-0.426789399625,3.3147121938,3.54040793372,0.99176667134,0.977651833651,0.975406941464,1.0003287004,1721.78555264,6004.35041025,4885.42974051,19219.3928868,-16.7494,-2.88501212121,7.82964548872,16.7855476313,5.17124650141,2.84356898402,1.00274544105,1.00928349826,1.03209817191,1.0468783557,1865.39689349,19271.0078984,116995.284975,144725.587095,0.9961290322580645,1.0098387096774193,0.917741935483871,,51.56556666666665
2013-02-26,60.4,0.854242273731,0.9845150774246129,1.0006626905235254,1.028785556123318,1.1139800811508669,1.2096935709993992,1.2544132917964694,1.2966938600257623,-3.17332679578,0,0,0,-0.0484,0.070503030303,0.119070676692,0.117929338649,0.0703657509962,0.0425628354623,0.991472352859,1.01010523323,1.04960422622,1.10212818855,0.425604999998,1.54571737179,6.6467643038,12.2739710653,-11.99,-4.27872727273,-6.9832424812,-0.692289282364,3.28237670681,3.54640890468,0.986671440393,0.972130652797,0.969206030516,0.993304274502,1587.65800001,6340.59954968,5158.66278442,18820.6119147,-17.62,-4.71181212121,6.57431954887,16.7585993433,5.47788478815,2.84997850835,0.987936840767,0.993194944042,1.01547993843,1.03059190392,3418.71898849,16086.6659076,114454.791488,145552.391031,1.0379139072847683,1.0349337748344372,0.9405629139072849,,51.59623333333331
2013-02-27,60.83,0.848729245438,0.9814456276218135,1.0006580029610133,1.0304929696764356,1.118609783008459,1.1811650485436893,1.2787471095228085,1.3223913043478261,-2.89656301146,0,0,0,-0.0688,0.049096969697,0.119645864662,0.11791641651,0.0709222090366,0.0430733581207,0.997343913956,1.01621296536,1.0557029523,1.10863047777,0.295753684209,1.51006641026,6.68498846519,12.3647230189,-13.757,-4.49554545455,-7.04488345865,-0.96948510788,3.2470046223,3.55137428632,0.977396976705,0.962675422973,0.958780972608,0.981866662207,1996.50401975,6848.68203686,5648.71213767,18378.5686148,-13.9734,-6.52523636364,5.34342180451,16.6954836538,5.77880547937,2.85629853226,0.996556427885,1.0010018927,1.02324320286,1.03910402001,3482.34067665,13991.5643936,112513.034251,147030.576079,1.0397830018083183,1.0192339306263358,0.9337497945092882,,51.62819999999998
2013-02-28,61.95,0.83399677159,1.0119242077752368,1.0155737704918033,1.0512472424910912,1.148711292416095,1.1964078794901507,1.3194888178913737,1.3464464246902847,0,0,0,0,-0.0376,0.0320727272727,0.119580827068,0.117770121951,0.0714856261721,0.0435830488984,1.01425191758,1.03333958842,1.07338710376,1.1275475613,0.302983947366,1.54951891026,6.78365291139,12.5439533962,-12.551,-4.87615151515,-7.08368984962,-1.2517532833,3.20902188086,3.55536005343,0.986988547771,0.972187761408,0.967312942757,0.989948439848,2048.22605264,6948.2850625,5953.37739518,17955.7512516,-1.0456,-7.01341212121,4.29478684211,16.6053694653,6.07540936181,2.86278939906,1.0086452781,1.01274760286,1.03526643541,1.05196908301,4287.75388296,12602.3251292,113095.421364,149783.742779,1.0217917675544794,1.0087167070217917,0.9110573042776432,,51.66609999999998
2013-03-01,61.94,0.834742761813,1.0125878698708517,1.023463317911434,1.0566359604230637,1.1033131457071605,1.154520037278658,1.3288993778159193,1.3375080976031093,0,0,0,0,0.0244,0.0200060606061,0.118881203008,0.117438508443,0.0720550427801,0.0440917035333,1.01264581102,1.03159831953,1.07159385313,1.12587604048,0.293276578945,1.57072814103,6.90591335443,12.7116603734,-13.584,-5.98609090909,-7.17678007519,-1.5481570122,3.1673477643,3.55821060561,0.966475189743,0.951493061986,0.945559037657,0.966884332916,3200.6018158,7928.47263461,6807.15934771,17663.8673757,14.0756,-6.36813333333,3.4297943609,16.4846821764,6.36705996689,2.86942314653,1.0067506315,1.01041197044,1.03289105729,1.05018424075,4773.4748156,10752.5250523,113341.588589,152339.819706,1.015014530190507,1.0043590571520826,0.9078140135615111,,51.70396666666665
2013-03-04,61.76,0.839036593264,0.9961290322580645,1.0071754729288975,1.0485568760611206,1.0981507823613086,1.1714719271623673,1.347001090512541,1.3370859493396838,0,0,0,0,0.1568,0.0191212121212,0.112182706767,0.115563320826,0.0737522562119,0.0456129789311,1.00617454913,1.02418679469,1.06331968889,1.11845307219,0.235504210524,1.55332589744,7.01481259494,13.2490432547,-23.773,-11.024,-7.75504323308,-2.48372748593,3.01901068038,3.56010576173,0.974772060882,0.958751393534,0.94896664508,0.968457309214,5402.90278948,9713.67007051,9143.65705064,17238.631595,33.9904,1.44558181818,1.97666654135,15.9042587242,7.21005998154,2.890866628,1.00822135265,1.01068665531,1.03306864526,1.05209308105,6291.35628717,6417.24882765,114632.275113,160345.867102,1.0137629533678756,0.9948186528497409,0.9068976683937824,,51.818899999999985
2013-03-05,62.69,0.82726059446,1.0379139072847683,1.021841890790546,1.0716239316239315,1.1192644170683805,1.1783834586466164,1.3903304502106897,1.3409625668449197,0,0,0,0,0.1754,0.0292484848485,0.109207894737,0.114806214822,0.0743112165963,0.0461177958917,1.01992174472,1.0377721586,1.07731667551,1.13378079906,0.310531315787,1.59714814103,7.06066884494,13.476731305,-20.941,-12.6709090909,-7.98866353383,-2.796375,2.96139128428,3.55837862563,0.975410513675,0.958777271099,0.947810092355,0.966751770301,5618.46142106,10277.6461538,9876.75544146,17163.8009905,31.8458,5.2312,1.83424097744,15.656879667,7.48191881886,2.89830093964,1.01055744849,1.01279102252,1.034958792,1.05461279446,7391.32608928,6569.83606771,114745.669868,163705.934555,0.9971287286648588,0.9851650981017707,0.9041314404211198,,51.860966666666656
2013-03-06,63.25,0.820642424242,1.0397830018083183,1.0204904808002582,1.0720338983050848,1.1288595395323933,1.1833489242282507,1.4002656630506973,1.3616792249730894,0,0,0,0,0.2142,0.0502909090909,0.106353383459,0.114085670732,0.074885161744,0.0466226803293,1.02675237817,1.04512200663,1.08478471525,1.14223797377,0.411469473682,1.72607891026,7.14879265823,13.712204717,-11.688,-13.7828484848,-8.13820112782,-3.09873886023,2.90056788414,3.55557287653,0.992808451214,0.975577905369,0.963628297052,0.982465255648,5211.74384211,10404.6289487,10211.4012654,17013.8338852,33.3028,9.83796969697,1.91696578947,15.3995094981,7.7515055746,2.9062023248,1.01857987851,1.0210360897,1.0431510065,1.06359772904,11136.1509145,8433.03374258,116251.006736,168301.464569,0.9802371541501976,0.9794466403162055,0.9027667984189723,,51.90563333333332
2013-03-07,63.3,0.820723012112,1.0217917675544794,1.0339758248938256,1.0734271663557742,1.120552310143388,1.1809701492537312,1.383606557377049,1.3609976349172221,0,0,0,0,0.2146,0.0764606060606,0.103638345865,0.113402227955,0.0754697359939,0.0471274971984,1.02591530121,1.04401177606,1.08349594331,1.14150336263,0.54871473684,1.83651564103,7.22265417722,13.9570570715,-1.142,-13.9797575758,-8.20106578947,-3.39065032833,2.83650994052,3.55169637547,0.994416111948,0.977448161204,0.964735555335,0.983153647802,5137.43226317,10454.8724295,10546.2193509,16890.1964147,32.355,15.1301151515,2.24594360902,15.1405190901,8.01805351324,2.91462676969,1.0204376759,1.02321543883,1.04514903519,1.06636378446,15655.2437895,10722.2510174,117553.170624,173266.163352,0.9872037914691943,0.9815165876777252,0.9085308056872038,,51.95176666666666
2013-03-08,62.87,0.827047346376,1.015014530190507,1.0277914010135687,1.0587739979791175,1.1214769889404208,1.1804355989485542,1.3838872991415363,1.3488521776442823,0,0,0,0,0.227,0.102721212121,0.100795488722,0.112695661351,0.0760583391936,0.0476314169072,1.01766795892,1.03518680124,1.07416377281,1.13218207746,0.606676578945,1.86936,7.24532601266,14.1483528263,10.09,-12.9283636364,-8.14434022556,-3.66739340994,2.76992470259,3.54682778578,1.00603665611,0.989451286737,0.97600878683,0.994225763928,5050.15194738,10250.8858718,10703.1432559,16731.4023758,39.5598,20.7012545455,2.83178233083,14.8742241323,8.2815342197,2.923617387,1.02151276954,1.02467086595,1.04653464518,1.06842373078,20626.6809211,13287.8113764,120252.387091,178556.139534,0.9895021472880547,0.9939557817719104,0.916494353427708,,51.99646666666666
2013-03-11,62.61,0.832644944897,1.0137629533678756,1.0098387096774193,1.040033222591362,1.1091231178033658,1.178874035021653,1.3787711957718565,1.328453214513049,0,0,0,0,0.089,0.153412121212,0.0918390977444,0.11023989212,0.0778248080755,0.0491375379959,1.00989571992,1.0259729619,1.06414214056,1.12292469782,0.686655526314,1.84378461538,7.25013036392,14.6524627319,24.416,-3.68433333333,-7.54345488722,-4.41337288931,2.55568205726,3.5268807122,1.01713149714,1.00270279064,0.987054048145,1.00403263645,4789.08576317,8444.96999839,11049.5403861,16345.4879996,43.222,33.5024969697,5.64414135338,14.0026565432,9.05156726588,2.95379732454,1.02222220171,1.02707289127,1.04845675264,1.07215493833,33625.6916577,22139.9678035,129409.855173,194879.177931,0.9813128893148059,1.0175690784219773,0.9372304743651174,,52.1319
2013-03-12,62.51,0.834686716792,0.9971287286648588,1.0349337748344372,1.0356196156394963,1.096282006313574,1.1787667358099188,1.335398419141209,1.317664418212479,0,0,0,0,-0.0148,0.151751515152,0.0887808270677,0.10927347561,0.078408408052,0.0496322634368,1.0078519259,1.02270449795,1.06067804663,1.11959879998,0.699779999998,1.74232044872,7.19263189873,14.7462503145,22.935,0.374727272727,-7.15715037594,-4.62236702627,2.47995745429,3.51865589018,1.01803973884,1.00375332466,0.987580450137,1.00420615581,4238.11249343,7914.70682051,11092.7473402,16265.3929339,36.3334,35.7935939394,6.93120300752,13.7054881567,9.301629782,2.96498262307,1.02429113645,1.02966963392,1.05102583631,1.07541027817,39999.2590661,26395.5676613,133436.157546,201358.165208,0.9880019196928491,1.0171172612382018,0.9232122860342346,,52.17626666666667
2013-03-13,62.0,0.842258602151,0.9802371541501976,1.0192339306263358,1.019904589570653,1.0805158591843849,1.1630088163571561,1.312169312169312,1.3262032085561497,0,0,0,0,-0.1134,0.139606060606,0.0854022556391,0.108175257974,0.0789755889592,0.05012066371,0.999000999001,1.01307603381,1.05039347401,1.10909243369,0.664269473682,1.62928967949,7.0740756962,14.830754147,17.815,4.02354545455,-6.71127819549,-4.81255147749,2.40142226324,3.50963898385,1.00946510082,0.995614396588,0.978916581997,0.995013920509,3795.00696711,7304.45422436,11218.6305218,16215.2526946,30.5506,37.1902666667,8.42277443609,13.408200985,9.54807750088,2.97651845537,1.02259338158,1.02878650152,1.05013859546,1.07513884963,43908.0111777,29931.1175526,137101.396524,207789.17616,0.9991935483870968,1.0190322580645161,0.9201612903225806,,52.22003333333333
2013-03-14,62.49,0.836429828773,0.9872037914691943,1.0087167070217917,1.0244262295081967,1.0879178272980503,1.1812854442344045,1.3670969153358128,1.3418509770238352,0,0,0,0,-0.1404,0.120563636364,0.0821654135338,0.107053001876,0.0795278275902,0.0506032507068,1.0058266804,1.01958736815,1.0568127768,1.11644858936,0.62744842105,1.52810230769,6.90522365506,14.9597237579,9.477,7.09666666667,-6.24264473684,-4.98322748593,2.31918708978,3.49978150086,1.00145394025,0.988526446451,0.971112494862,0.986793960069,3722.95065132,6721.09799839,11451.0427338,16224.223921,27.0608,37.7508181818,10.0848037594,13.1226094747,9.78966922761,2.98840160947,1.02088695667,1.02806992589,1.04931200891,1.07508424092,45286.3483103,33126.1433026,138852.154281,214134.327881,0.9942390782525204,1.0155224835973755,0.9169467114738358,,52.268499999999996
2013-03-15,62.21,0.84095858115,0.9895021472880547,1.0043590571520826,1.0279246530072703,1.0847428073234524,1.1797838042859854,1.3488725065047702,1.326722115589678,0,0,0,0,-0.133,0.0940545454545,0.0789417293233,0.105886866792,0.080060262834,0.0510794109999,1.00048247025,1.01365030612,1.05027244449,1.11008135794,0.576652631577,1.3964025,6.69190120253,15.0564550904,3.313,9.5826969697,-5.72922368421,-5.12860987336,2.23386043718,3.48916055727,1.01155581486,0.99958109214,0.981254309839,0.996870076899,3796.81796711,6017.60938461,11546.3143414,16210.7829619,29.2096,37.7891272727,11.9354902256,12.856738954,10.0268938013,3.00074461264,1.02442730756,1.03278805907,1.05410914954,1.0808338567,47635.2891503,37676.94944,141592.962579,221520.792132,1.0045008841022345,1.0282912714997587,0.9332904677704549,,52.31603333333332
2013-03-18,61.44,0.853827582465,0.9813128893148059,0.9948186528497409,1.0019569471624266,1.0573051109963862,1.1522880720180044,1.3503296703296703,1.3244233671049794,-1.55230378522,0,0,0,-0.0908,-0.00788484848485,0.0707330827068,0.101860858349,0.0815228126465,0.0524685660634,0.986282898169,0.997289269077,1.03236213328,1.09235041353,0.369615526314,0.872190769231,6.02392810127,15.2023592728,-5.413,10.9613333333,-3.94971052632,-5.41907575047,1.96116955286,3.4525545433,0.998227345652,0.988572949993,0.96893363623,0.983261681238,3812.95594738,4678.55797436,11999.9099304,16080.6079556,24.9832,33.9780424242,17.6373466165,12.2214757036,10.7056077986,3.04014669958,1.01576772534,1.02786455675,1.04826308893,1.0775563025,40130.4125011,50220.3078869,142037.769298,242823.099621,1.0369466145833335,1.0416666666666667,0.94873046875,,52.459166666666654
2013-03-19,61.76,0.850172711572,0.9880019196928491,0.9851650981017707,1.006682966585167,1.0597117364447495,1.160030052592036,1.2813278008298754,1.332757876564523,-1.27485663517,0,0,0,-0.0968,-0.0356303030303,0.0676586466165,0.100330089118,0.0819655165846,0.0529158386009,0.990680290659,1.00151622031,1.03613295586,1.09664202211,0.269493684208,0.741992564102,5.74551993671,15.165347783,-6.333,9.31160606061,-3.31280075188,-5.47119523921,1.86544924256,3.43866003585,1.00202268267,0.993466034481,0.973331980334,0.98727592742,3784.14980922,4409.99689102,12202.2052749,15977.8834708,14.908,31.9634545455,19.3373503759,12.0639060976,10.9191388068,3.05380560737,1.00947552858,1.02262741271,1.04250445869,1.07246263577,32780.3752156,52436.4274985,139262.766669,248857.604509,1.0294689119170986,1.0294689119170986,0.9465673575129534,,52.50666666666665
2013-03-20,61.95,0.848303470541,0.9991935483870968,0.9794466403162055,0.9995159728944822,1.0517826825127334,1.1519152101152845,1.3042105263157895,1.330541237113402,-1.07664941785,0,0,0,-0.0998,-0.0595939393939,0.0639372180451,0.0987459193246,0.0823904198898,0.0533561038761,0.993728044144,1.00388509202,1.03767323343,1.09859173662,0.269493684208,0.686946089743,5.46024352848,15.1295180975,-9.566,6.19454545455,-2.71636278195,-5.5074880394,1.76683974303,3.42386507987,0.98370228776,0.975437316184,0.955134151328,0.968238015088,4083.25849343,4526.50216506,12774.1443667,15950.5743632,3.991,28.6987757576,20.8590289474,11.933667636,11.1272831942,3.06774113149,1.00839828489,1.02196826108,1.04149780287,1.07218990288,30364.6879169,54044.0381333,135959.695197,254747.224263,1.0198547215496367,1.011783696529459,0.9412429378531073,,52.55239999999999
2013-03-21,62.13,0.84661301572,0.9942390782525204,0.9815165876777252,1.0148644233910487,1.0691791430046464,1.149066025522471,1.304977945809704,1.338431710469625,-0.941119378842,0,0,0,-0.085,-0.0768121212121,0.0598281954887,0.0971871716698,0.0827989348922,0.0537894036388,0.99646354079,1.00601536631,1.03890457687,1.10033250833,0.263278684208,0.630592564102,5.1027390981,15.0924615723,-16.845,2.29915151515,-2.20264097744,-5.53289129925,1.66465564199,3.40811095206,0.974161789641,0.966994615743,0.946264380602,0.958602006,4414.50078948,4887.03460897,13585.4671104,16067.1113066,-3.7268,24.8649818182,22.2220165414,11.8525412289,11.3304149481,3.08201656125,1.01068657972,1.02489258053,1.04404641992,1.07574526972,27296.4631253,56248.2886277,129398.157886,261199.216473,1.0214067278287462,1.0037019153388056,0.9354579108321261,,52.600066666666656
