,open,percent300Avg,growth5,growth10,growth20,growth40,growth80,growth160,growth300,num,x3,x4,x5,slope5,slope10,slope20,slope40,slope80,slope160,movAvgDiff20,movAvgDiff40,movAvgDiff80,movAvgDiff160,var20,var40,var80,var160,max5D,max10D,max25D,max50,max100,min5D,min10D,min25D,min50,min100,sp_slope5,sp_slope10,sp_slope20,sp_slope40,sp_slope80,sp_slope160,sp_movAvgDiff20,sp_movAvgDiff40,sp_movAvgDiff80,sp_movAvgDiff160,sp_var20,sp_var40,sp_var80,sp_var160,dow_slope5,dow_slope10,dow_slope20,dow_slope40,dow_slope80,dow_slope160,dow_movAvgDiff20,dow_movAvgDiff40,dow_movAvgDiff80,dow_movAvgDiff160,dow_var20,dow_var40,dow_var80,dow_var160,5DayActual,10DayActual,50DayActual,k,300MovAvg,max50D,min50D
2012-11-29,11.77,0.97785046729,0.998303647158609,1.0297462817147855,1.2402528977871443,1.508974358974359,1.5012755102040816,0.7979661016949152,0.5826732673267326,0,0,0,0,-0.0158,0.0407575757576,0.090545112782,0.0552594277674,0.00146905473511,-0.0323671538073,1.01588123597,1.09672008945,1.2094743873,1.22228568461,0.0991831578952,1.36656512821,1.95300025316,2.01600352201,0.987416107383,0.987416107383,0.987416107383,,,1.0042662116,1.01116838488,1.10516431925,,,3.186,3.2494969697,-1.8918887218,-1.41475987336,0.580359815987,0.288340497096,1.02079808403,1.00757291131,0.989697639671,1.00590625517,340.661316842,628.861923013,1024.58040049,1540.74547563,27.6134,22.6288666667,-19.6530022556,-14.7030547139,3.58537700129,1.65732850899,1.01594541928,1.00114497516,0.981154323353,0.991660087163,20845.908645,58199.5818969,104275.293111,97455.5376018,0.9974511469838573,1.1028037383177571,2.1928632115548004,,11.509299999999977,0.9874161073825503,1.4249394673123486
2012-11-30,11.5,0.998965217391,0.964765100671141,1.0052447552447552,1.0341726618705036,1.4267990074441685,1.4762516046213094,0.7947477539737388,0.617283950617284,0,0,0,0,-0.0346,0.0305757575758,0.0845218045113,0.0562127814259,0.00262040553211,-0.0319864627586,0.990013774105,1.06683983487,1.17642545682,1.19266768648,0.0738568421057,1.34651769231,1.9522504905,2.03766408805,0.972927241963,0.964765100671,0.964765100671,,,1.0,1.0,1.05504587156,,,3.337,3.71428484848,-1.69738045113,-1.43400168856,0.550960850328,0.291382493792,1.0237117658,1.01260219348,0.994017170744,1.00977433314,399.502243158,548.629795897,1025.25266391,1505.60811849,25.7566,27.4410545455,-18.1495033835,-14.9709244841,3.33618783697,1.67957317739,1.01860400083,1.00560826006,0.984750296156,0.994863327288,23901.8817145,49405.1839164,104786.526689,95827.2109684,1.0965217391304347,1.151304347826087,2.2469565217391305,,11.488099999999976,0.964765100671141,1.3922518159806296
2012-12-03,11.69,0.977265469062,0.9906779661016948,1.0068906115417744,1.0588768115942029,1.4016786570743405,1.436117936117936,0.7798532354903268,0.6191737288135594,0,0,0,0,-0.0532,-0.000121212121212,0.0626714285714,0.0586444652908,0.00616610847398,-0.0307870395633,1.00042789902,1.06560926141,1.18076335492,1.20772260606,0.02502631579,1.09445891026,1.9670669462,2.10582727987,0.993203058624,0.980704697987,0.980704697987,,,1.01652173913,1.01652173913,1.07247706422,,,2.6872,4.02146666667,-0.951310526316,-1.44541038931,0.463039791374,0.300752628124,1.01990864792,1.01345927933,0.99500649128,1.00882343894,535.651758948,503.196607628,1007.93067949,1392.24823173,17.9888,31.6838484848,-12.3086048872,-15.3375328096,2.58382873447,1.74689513259,1.01651968453,1.00744897833,0.986223854233,0.994654375875,31790.0511608,40882.9085174,104570.630838,90742.9587531,1.0521813515825493,1.1360136869118904,2.289136013686912,,11.42423333333331,0.9807046979865771,1.4152542372881356
2012-12-04,10.79,1.05655854186,0.9206484641638224,0.9206484641638224,1.0131455399061031,1.205586592178771,1.3126520681265206,0.7222222222222222,0.5899398578458174,-6.07915567282,0,0,1,-0.0722,-0.0129212121212,0.0549413533835,0.0592007035647,0.00736547116737,-0.0303709349914,0.925941817558,0.978640424471,1.08652417995,1.113871128,0.0626852631584,0.945666410258,1.94611588607,2.11346540487,0.923011120616,0.905201342282,0.905201342282,,,1.0,1.0,1.0,,,1.8858,3.67927272727,-0.650577819549,-1.43786247655,0.434045373301,0.303923224998,1.01368349738,1.00854136058,0.990613416727,1.00352650432,544.76543579,503.023248141,993.025313782,1348.54900855,12.7644,28.9870848485,-9.85739586466,-15.3463506801,2.33309460414,1.76924772885,1.0108708897,1.00292959599,0.982118244039,0.989770956526,32599.8697358,40342.7564049,103883.295744,88837.59541,1.1297497683039852,1.2576459684893422,2.4967562557924006,,11.400266666666644,0.9052013422818791,1.3062953995157385
2012-12-05,12.37,0.920150902722,1.0465313028764804,1.0627147766323022,1.1235240690281563,1.2912317327766178,1.5030376670716887,0.8513420509291122,0.6356628982528263,0,0,0,0,-0.0406,-0.0188060606061,0.0480804511278,0.0597149390244,0.00858699894515,-0.0299463785817,1.05731014146,1.11291048133,1.23937029569,1.27456788851,0.085078684211,0.855661538463,1.98765618671,2.15802006289,1.0,1.0,1.0,,,1.14643188137,1.14643188137,1.14643188137,,,1.0546,3.21463030303,-0.337080451128,-1.42589439493,0.405104472867,0.307086017062,1.01007454329,1.00692351607,0.989380447123,1.00147399883,487.716825264,499.209933269,978.158237326,1314.8616488,7.8994,25.1587818182,-7.25171090226,-15.3085102955,2.08157768401,1.79131913747,1.00802263632,1.00187756877,0.981343019323,0.988283732889,29560.0655853,39546.8996164,103196.895934,87563.5663938,0.995957962813258,1.1156022635408247,2.206143896523848,,11.382266666666643,1.0,1.4975786924939467
2012-12-06,11.74,0.967830777967,0.9974511469838573,0.9957591178965226,1.075091575091575,1.1509803921568629,1.424757281553398,0.7718606180144642,0.6114583333333333,0,0,0,0,-0.0022,-0.0224545454545,0.0417808270677,0.0601080440901,0.00981813173933,-0.029514430831,1.00290449342,1.04926823819,1.17139364913,1.20811412254,0.0846989473689,0.721493269232,1.99464803797,2.1838861478,0.949070331447,0.949070331447,0.949070331447,,,1.08804448563,1.08804448563,1.08804448563,,,-0.122,2.69990909091,-0.0174830827068,-1.40999603659,0.37631602057,0.310243372147,1.00975090261,1.00869059268,0.991541927792,1.00281417364,410.855183948,496.692176346,956.014103734,1279.49447038,1.213,21.2016666667,-4.50704511278,-15.222897303,1.83088403657,1.81321552429,1.01212842546,1.00800509273,0.987722143013,0.993978149129,25803.6796779,38980.7324435,101548.860921,86034.2047532,1.1056218057921636,1.1482112436115843,2.4045996592844974,,11.36233333333331,0.9490703314470494,1.4213075060532687
2012-12-07,12.61,0.899706582078,1.0965217391304347,1.0578859060402683,1.1299283154121864,1.2815040650406504,1.441142857142857,0.8401065956029313,0.6868191721132898,0,0,0,0,0.0718,-0.0189151515152,0.0368661654135,0.0604714821764,0.0110675061533,-0.0290739512225,1.07264375638,1.11748676252,1.25128688555,1.29526793223,0.124593684211,0.616394294873,2.03334745253,2.23617087657,1.0,1.0,1.0,,,1.1686746988,1.1686746988,1.1686746988,,,-1.0252,2.22358181818,0.302745112782,-1.3895766651,0.347787142522,0.31340070416,1.01079530385,1.01190769057,0.995135172322,1.00565527733,323.610367369,497.504370192,936.385584747,1243.95717374,-2.5402,17.8590606061,-1.66868646617,-15.0836633912,1.58199642376,1.83499677154,1.0136660571,1.01167868632,0.991712371574,0.997317394177,21572.0448148,38713.5426233,100001.420461,84456.6040435,1.0499603489294211,1.0428231562252182,2.1070578905630453,,11.345299999999979,1.0,1.526634382566586
2012-12-10,12.3,0.918303523035,1.0521813515825493,1.042372881355932,1.1284403669724772,1.3085106382978724,1.420323325635104,0.8007812500000001,0.6721311475409836,0,0,0,0,0.206,0.0229515151515,0.0310616541353,0.0612231707317,0.0149019675926,-0.027694136917,1.03504859679,1.06535013642,1.20136252091,1.25684141957,0.197929210527,0.261394615386,2.09960871835,2.37879540487,0.975416336241,0.975416336241,0.975416336241,,,1.04770017036,1.13994439296,1.13994439296,,,0.4868,1.22572727273,1.18582142857,-1.30251203096,0.263126503165,0.322861273145,1.00848099182,1.01469209497,0.999220850554,1.00774443214,114.584678685,505.326871731,875.744936139,1185.8899861,19.3636,12.569,6.6713406015,-14.368985788,0.841638771683,1.89894891158,1.01460847894,1.01806194752,0.999296299233,1.00312107758,11224.5325621,38658.5828398,93989.5876335,82166.5659791,1.0796747967479674,1.0634146341463413,2.1341463414634143,,11.295133333333313,0.9754163362410786,1.4891041162227605
2012-12-11,12.19,0.925094339623,1.1297497683039852,1.0401023890784982,1.079716563330381,1.2751046025104602,1.3758465011286682,0.8137516688918558,0.7814102564102564,0,0,0,0,0.1598,0.0398303030303,0.0301740601504,0.0612321529081,0.016197156294,-0.0272191308743,1.02406855127,1.05338201301,1.18526441168,1.24368719074,0.201992368422,0.266669166668,2.10696188291,2.4149008805,0.966693100714,0.966693100714,0.966693100714,,,1.0,1.1297497683,1.1297497683,,,1.1998,0.947115151515,1.43902293233,-1.26520103189,0.234996243554,0.32600351329,1.00772013576,1.01492026879,0.999927131601,1.00784918816,102.463619737,511.109727179,854.024253022,1175.80335969,26.3126,11.9302848485,9.27606729323,-14.0313914869,0.596567315694,1.91993836365,1.01430596577,1.0191173391,1.0008756581,1.00415454883,11398.0922116,39433.4724728,91587.0106449,81802.6705262,1.1132075471698113,1.0525020508613618,2.121410992616899,,11.276899999999982,0.9666931007137193,1.4757869249394673
2012-12-12,12.32,0.913942099567,0.995957962813258,1.0423011844331642,1.1079136690647482,1.3106382978723403,1.35832414553473,0.9967637540453075,0.748936170212766,0,0,0,0,0.084,0.0559151515152,0.0292609022556,0.061120239212,0.0174887467768,-0.0267394289084,1.03269069573,1.06167998794,1.19235422211,1.25558938558,0.209705263158,0.272691730771,2.11631265823,2.45046589622,0.977002379064,0.977002379064,0.977002379064,,,1.01066447908,1.14179796108,1.14179796108,,,1.9436,0.775939393939,1.65937593985,-1.22315227486,0.20699496308,0.329158336294,1.0128787637,1.0215623535,1.00676389526,1.01420579959,98.801152632,511.49454609,832.928256187,1171.11202365,32.3488,12.4218909091,11.6748669173,-13.638877697,0.353240597163,1.94088923939,1.01863381732,1.02525223479,1.0072653969,1.01008358348,12519.7437671,39705.3555564,89240.203462,81721.7915289,1.12012987012987,1.0503246753246753,2.094155844155844,,11.259766666666648,0.9770023790642348,1.4915254237288136
2012-12-13,12.98,0.866322547509,1.1056218057921636,1.1028037383177571,1.1356080489938758,1.3941997851772288,1.400215749730313,1.0252764612954186,0.7924297924297925,0,0,0,0,0.0216,0.0728242424242,0.028819924812,0.0609883677298,0.0187666241796,-0.0262541852221,1.0832012017,1.11390015232,1.24890251969,1.32199419463,0.264769473685,0.310646089745,2.13991036392,2.48452603773,1.0,1.0,1.0,,,1.06480721903,1.20296570899,1.20296570899,,,2.4026,0.714284848485,1.84157744361,-1.17640623827,0.179243481892,0.332326577149,1.0119885304,1.02200397861,1.0074929147,1.0143839402,95.3863039477,512.878456154,812.284743022,1163.19901192,34.2574,13.7118424242,13.7967383459,-13.1921577392,0.112468786627,1.96178612043,1.01637232808,1.02456553838,1.00692825043,1.00925339462,13352.6274842,39833.8459731,87048.9708037,81484.9875756,1.0385208012326657,0.9884437596302003,2.0208012326656393,,11.244866666666649,1.0,1.5128205128205128
2012-12-14,13.24,0.848250251762,1.0499603489294211,1.151304347826087,1.1573426573426575,1.4282632146709817,1.4565456545654565,1.0825838103025347,0.8019382192610538,0,0,0,0,0.048,0.0890424242424,0.0290233082707,0.0608667917448,0.0200312485349,-0.0257631238647,1.09884637729,1.13087484786,1.26610724617,1.34737699079,0.343135789474,0.362515320514,2.17235436709,2.52924553459,1.0,1.0,1.0,,,1.08613617719,1.12776831346,1.22706209453,,,2.29,0.720521212121,1.97361278195,-1.12567274859,0.15167277895,0.33549486067,1.00458004138,1.01569135634,1.00145514194,1.00773742599,74.3614871056,502.068014359,792.758444304,1153.24217339,30.4246,15.3177878788,15.5304770677,-12.6976162054,-0.12626995136,1.98252266156,1.00964636658,1.01922773967,1.00193165368,1.00373925892,12124.3350871,38938.3921076,84906.1473019,81163.7489016,0.993202416918429,0.9645015105740181,1.9833836858006044,,11.230833333333315,1.0,1.5062571103526736
2012-12-17,13.28,0.842474899598,1.0796747967479674,1.1360136869118904,1.1438415159345392,1.408271474019088,1.426423200859291,1.0849673202614378,0.7766081871345029,0,0,0,0,0.183,0.117503030303,0.0343022556391,0.0607548076923,0.0237211160924,-0.0242668822513,1.08275580921,1.11716334728,1.2457932199,1.34802662048,0.513257894737,0.456169166668,2.16907466772,2.66718848663,1.0,1.0,1.0,,,1.02311248074,1.08941755537,1.23076923077,,,-0.2152,0.830351515152,2.07352406015,-0.941609474672,0.0707454362986,0.345021458236,0.998772678423,1.01159436107,0.997898454263,1.00275083624,44.7448431583,491.907083013,770.438062263,1105.13696975,0.3042,17.7878545455,18.4528605263,-10.8840787523,-0.823391700363,2.04440267821,1.00432834299,1.01638720346,1.0000584724,1.00050853606,10248.379224,39183.8098251,81188.3280694,79094.3594611,0.9849397590361446,1.0240963855421688,2.012801204819277,,11.188066666666648,1.0,1.5108077360637089
2012-12-18,13.57,0.823770572341,1.1132075471698113,1.2576459684893422,1.1578498293515358,1.3875255623721883,1.4591397849462364,1.15,0.7723392145702903,0,0,0,0,0.1818,0.120854545455,0.0373488721805,0.0608347326454,0.0249169230544,-0.0237598715099,1.09856304392,1.13580246914,1.264531159,1.37560505842,0.584409210527,0.511491025642,2.17188449367,2.73810559748,1.0,1.0,1.0,,,1.0249244713,1.11320754717,1.25764596849,,,-0.6692,0.910072727273,2.01978007519,-0.870141393058,0.0448858180966,0.348204582393,1.00960432279,1.02305241832,1.00999879175,1.01436022589,39.9080905267,519.022430705,760.995743655,1078.24164603,-6.4196,17.8327151515,18.6991902256,-10.175332364,-1.04488625322,2.06490637909,1.0106894805,1.02363495191,1.00802084426,1.00795521461,9051.10892004,41637.9023302,79746.8838243,77732.7523285,0.9454679439941046,0.9683124539425203,1.9859985261606483,,11.178566666666649,1.0,1.5437997724687147
2012-12-19,13.8,0.809524154589,1.12012987012987,1.1156022635408247,1.1855670103092784,1.4375000000000002,1.4634146341463417,1.2031386224934613,0.7574094401756313,0,0,0,0,0.1574,0.123096969697,0.0413142857143,0.0610158302064,0.0260958802157,-0.0232488280792,1.10807772603,1.14808652246,1.27712738883,1.39701741843,0.665983157895,0.56595897436,2.18115164557,2.81527656839,1.0,1.0,1.0,,,1.04229607251,1.1320754717,1.27896200185,,,0.391,1.09702424242,1.96191578947,-0.792249765478,0.0199927786568,0.351413135218,1.01979730085,1.03344486562,1.02152476935,1.02545342655,80.9725713162,565.421219936,760.731890744,1056.33397386,0.0490000000002,18.0739212121,18.8455090226,-9.40692535178,-1.25742071027,2.08552374476,1.01797454324,1.03140770352,1.01686567898,1.01630698823,11341.9761292,45607.1892233,78763.5992315,76249.2278144,0.9376811594202897,0.9992753623188405,1.9115942028985506,,11.171433333333317,1.0,1.4541622760800843
2012-12-20,13.48,0.828086053412,1.0385208012326657,1.1482112436115843,1.1433418150975405,1.4668117519042438,1.4961154273029968,1.1691240242844754,0.8629961587708067,0,0,0,0,0.117,0.123484848485,0.045862406015,0.0612752579737,0.027244295007,-0.0227343598932,1.07384688919,1.11547850552,1.2393692824,1.3635616473,0.663169473685,0.584184358976,2.15224835443,2.86142816037,0.976811594203,0.976811594203,0.976811594203,,,1.01812688822,1.10582444627,1.24930491196,,,1.8422,1.26140606061,1.89220639098,-0.708990947467,-0.00395457981718,0.354629358264,1.01134996107,1.02453592317,1.0138177425,1.01721592127,94.9372871056,583.298076859,757.886331076,1023.4499778,8.9678,17.5222060606,18.8050255639,-8.58946320356,-1.46157498388,2.10608673175,1.00915249533,1.02248480572,1.00909995138,1.00803940873,11659.896184,47371.36064,77730.0372036,74313.1836668,0.951780415430267,1.021513353115727,1.93026706231454,,11.162599999999982,0.9768115942028985,1.2657276995305164
2012-12-21,13.15,0.848111533587,0.993202416918429,1.0428231562252182,1.1031879194630874,1.3683662851196672,1.4530386740331491,1.1248930710008556,0.8413307741522712,0,0,0,0,0.068,0.119624242424,0.0506537593985,0.061560272045,0.0283554559306,-0.0222170725968,1.04071861026,1.08312913123,1.20199723495,1.32942425315,0.616405,0.574073782053,2.11316327532,2.89325433962,0.952898550725,0.952898550725,0.952898550725,,,1.0,1.06737012987,1.218721038,,,3.6704,1.42773939394,1.81766015038,-0.620609709193,-0.0268315093179,0.357863001729,1.01589457333,1.02893086288,1.0193795227,1.02229166323,122.425314474,611.640669167,756.947376646,992.490262261,20.7418,16.591230303,18.6219067669,-7.72960469043,-1.65628481013,2.12667273279,1.01286252729,1.02638137784,1.01411877115,1.01250033251,12637.9379419,49902.4581177,76239.5838342,72447.3093194,0.9711026615969581,1.0866920152091253,1.9551330798479087,,11.152666666666649,0.9528985507246377,1.2347417840375587
2012-12-24,13.08,0.850693170234,0.9849397590361446,1.0634146341463413,1.1084745762711863,1.5835351089588379,1.4713160854893137,1.2077562326869806,0.8129272840273462,0,0,0,0,-0.0654,0.0873878787879,0.063857518797,0.062206988743,0.0314460750703,-0.0206501882398,1.01352136686,1.06521163752,1.17875005632,1.31977902782,0.283762894737,0.571027628206,2.11086860759,2.99791012578,0.970326409496,0.947826086957,0.947826086957,,,1.0,1.0,1.21223354958,,,2.903,1.77990909091,1.5552056391,-0.335200492495,-0.0895998344468,0.367466811753,1.00370595342,1.01598282388,1.01019893711,1.01149799651,155.681426053,645.295563526,725.73300095,925.370855343,14.0176,12.4771030303,17.1135304511,-4.95347706379,-2.18858381241,2.18690598192,1.0007233729,1.01432947096,1.00569349283,1.00256180988,11094.2214577,53347.7769512,71247.4180739,68673.7860071,1.039755351681957,1.0603975535168195,1.9923547400611619,,11.12706666666665,0.9478260869565217,1.228169014084507
2012-12-26,12.83,0.865754741491,0.9454679439941046,1.0525020508613618,1.0947098976109215,1.4953379953379953,1.4239733629300777,1.2384169884169884,0.7394812680115274,0,0,0,1,-0.0968,0.0549818181818,0.0696109022556,0.0620835600375,0.0333014167253,-0.0195949176176,0.987264822439,1.03880331154,1.14749516473,1.29244291102,0.190552368422,0.560458397437,2.13327643987,3.07589433569,0.97566539924,0.929710144928,0.929710144928,,,1.0,1.0,1.1890639481,,,-1.4904,1.73978181818,1.38048533835,-0.14432108349,-0.127776725856,0.373672146098,0.999841613135,1.01084580024,1.00832125124,1.00849369791,123.778867369,507.931312756,676.353195554,901.05716572,-16.955,8.95392727273,15.5611206767,-3.07289781895,-2.51029315079,2.22485056161,0.995495028605,1.0080287232,1.0025554334,0.998367385878,6781.76181688,43496.2707139,66009.9679076,67471.7793277,1.024162120031177,1.0756040530007795,2.049103663289166,,11.107633333333315,0.9297101449275362,1.1890639481000929
2012-12-27,12.94,0.857588871716,0.9376811594202897,1.0503246753246753,1.0947546531302876,1.472127417519909,1.434589800443459,1.239463601532567,0.7814009661835749,0,0,0,0,-0.0804,0.0346060606061,0.0710808270677,0.0617720919325,0.0341604708744,-0.0190643845951,0.994466646173,1.04489664083,1.15379899912,1.30259714113,0.18260631579,0.554157948719,2.15908099683,3.11064050314,0.984030418251,0.93768115942,0.93768115942,,,1.00857365549,1.00857365549,1.19925857275,,,-2.9794,1.52730909091,1.30191090226,-0.0525729831144,-0.146050675399,0.376687673041,0.994849983884,1.00482337584,1.00385851289,1.00347357392,117.500884211,420.706907436,649.559637326,892.006384871,-27.892,6.20207272727,14.7108078947,-2.16115902908,-2.66382842534,2.24294892833,0.993527247973,1.00509264711,1.00120637437,0.996471308662,6314.49391688,37249.2769516,62743.8842013,67185.6063827,1.0656877897990726,1.0842349304482226,1.9799072642967543,,11.097199999999981,0.9376811594202897,1.1992585727525487
2012-12-28,12.83,0.864099766173,0.951780415430267,0.9884437596302003,1.0900594732370434,1.351949420442571,1.4646118721461188,1.245631067961165,0.7659701492537313,0,0,0,1,-0.0606,0.0114787878788,0.0716086466165,0.0613037992495,0.0349706912213,-0.0185321983403,0.985180066037,1.03346892746,1.14019106865,1.29069577355,0.175716842106,0.542943333335,2.16674050633,3.1412124371,0.980886850153,0.929710144928,0.929710144928,,,1.0,1.0,1.1890639481,,,-3.7002,1.16581212121,1.23153195489,0.0357464587242,-0.163794560185,0.379638770802,0.99349335762,1.00245081233,1.00297041844,1.00206679368,112.582588158,327.435657436,627.68001644,882.725716966,-32.8204,2.8142969697,13.8383969925,-1.27991156191,-2.81249402983,2.26042088024,0.991937029086,1.00250661487,1.00015351633,0.994888072001,6040.97601346,30538.5605666,59744.7014734,66911.4611874,1.073265783320343,1.1247077162899455,2.0865159781761498,,11.08639999999998,0.9297101449275362,1.1890639481000929
2012-12-31,12.77,0.865635604281,0.9711026615969581,0.9645015105740181,1.1104347826086955,1.1483812949640289,1.540410132689988,1.1945743685687558,0.8077166350411131,0,0,0,1,-0.0452,-0.0452606060606,0.0674812030075,0.0592149155722,0.0371009610877,-0.0169254589718,0.975591122656,1.02188612812,1.12230437123,1.28183090021,0.105341842106,0.510392564104,2.11970492088,3.2413310967,0.98686244204,0.971102661597,0.925362318841,,,1.0,1.0,1.04757998359,,,-3.438,-0.418781818182,1.00295451128,0.283044488743,-0.21310675252,0.388115419273,0.982926365153,0.989552555272,0.992488732214,0.990341132174,135.886815527,209.738843846,610.34889462,829.728733083,-28.0296,-8.7768969697,10.6609868421,1.20406770638,-3.22285616503,2.30931302059,0.98105510176,0.988681339074,0.989131297759,0.982667850299,9655.0759832,20870.2930203,56556.3550155,65003.8022681,1.1190289741581831,1.1527016444792484,2.1558339859044637,,11.054166666666648,0.9253623188405796,1.1835032437442077
2013-01-02,13.6,0.811656862745,1.039755351681957,1.0240963855421688,1.1633875106929,1.2318840579710146,1.7128463476070528,1.3064361191162344,0.8651399491094147,0,0,0,0,0.007,-0.0501575757576,0.0601714285714,0.0573818011257,0.0383628296414,-0.0158458155104,1.03477136118,1.08254397835,1.18539178942,1.35770886629,0.0896221052636,0.517677948719,2.09854025316,3.35318514151,1.0,1.0,0.985507246377,,,1.06499608457,1.06499608457,1.1156685808,,,-2.6562,-1.68401212121,0.791562781955,0.428743714822,-0.241446907232,0.393383839762,1.0005503697,1.00543433242,1.00963449517,1.0064438936,164.911773421,175.982936154,603.823888355,754.404871055,-26.0804,-18.0612727273,7.80950451128,2.68867037992,-3.45793969321,2.33830941721,0.995344758218,1.00057002324,1.00241363768,0.994932619301,12426.9742306,17407.6841895,55237.925003,61956.514621,1.0198529411764705,1.0698529411764706,1.988235294117647,,11.038533333333314,0.9855072463768115,1.2604263206672845
2013-01-03,13.14,0.839525621512,1.024162120031177,0.9683124539425203,1.2177942539388324,1.2338028169014084,1.654911838790932,1.192377495462795,0.809113300492611,0,0,0,0,0.046,-0.0445818181818,0.0554939849624,0.0564102954972,0.0389792868026,-0.0153033569121,1.00015223017,1.04339540239,1.14053837057,1.30774733306,0.089101052632,0.514659230771,2.0721726424,3.39257694575,0.966176470588,0.966176470588,0.952173913043,,,1.02897415818,1.02897415818,1.07793273175,,,0.245,-1.86096969697,0.720231578947,0.50095293152,-0.253588698429,0.395968836795,1.02442359448,1.0296801744,1.03497422287,1.03154518713,230.295151579,202.895593269,631.777713276,746.49401201,-5.3628,-19.1088060606,6.60487443609,3.41323477955,-3.5599542868,2.35225675045,1.01785672074,1.02300899035,1.0259465302,1.01811795357,15493.1169945,17972.3088849,55867.6611162,61813.3232493,1.0502283105022832,1.0662100456621004,1.971841704718417,,11.031366666666646,0.9521739130434782,1.2177942539388324
2013-01-04,13.79,0.799591491419,1.0656877897990726,0.9992753623188405,1.1147938561034763,1.2524977293369663,1.702469135802469,1.2412241224122411,0.8106995884773661,0,0,0,0,0.0964,-0.0319333333333,0.0506139097744,0.0554621482176,0.039591814639,-0.0147587654181,1.04743458281,1.09095943514,1.19111629363,1.3676739501,0.11013131579,0.537494807694,2.06998416139,3.45771216588,1.0,1.0,0.999275362319,,,1.07987470634,1.07987470634,1.13125512715,,,4.0994,-1.68326060606,0.677933458647,0.57194826454,-0.264337226031,0.398531802359,1.0208597111,1.02629811113,1.03264158051,1.0289432822,275.921610527,217.192671731,649.496034035,736.126237702,24.3966,-17.3458363636,5.6245443609,4.11794272983,-3.65128735496,2.36594213797,1.01534175589,1.02024874975,1.02429894639,1.01620899371,17758.660659,17794.4754613,55590.5155224,61586.5233493,1.0174039158810733,1.0398839738941261,1.9267585206671503,,11.026366666666647,0.9992753623188405,1.278035217794254
2013-01-07,13.77,0.799605422416,1.073265783320343,1.021513353115727,1.1729131175468483,1.260989010989011,1.71055900621118,1.2427797833935017,1.2869158878504674,0,0,0,0,0.1676,0.031303030303,0.0360804511278,0.0526027204503,0.0413908638068,-0.0131141201805,1.0409343463,1.07658027442,1.17350036752,1.3518388985,0.156645,0.557789487181,2.08114352848,3.64336602201,0.998549673677,0.998549673677,0.997826086957,,,1.04794520548,1.07830853563,1.07830853563,,,10.0948,0.701890909091,0.642357894737,0.763961186679,-0.288817226324,0.406068037967,1.02147652175,1.02820000494,1.0375488583,1.03279344738,383.354325,296.594356346,664.532952152,734.552741495,79.4552,1.89151515151,3.44073533835,6.00100912289,-3.86516858152,2.40518547725,1.01615697401,1.02101710626,1.02816003298,1.01905856578,23800.2421945,20067.555743,51297.102556,61866.7444573,1.0479302832244008,1.0341321713870735,1.8946986201888163,,11.010566666666648,0.9978260869565216,1.2761816496756258
2013-01-08,14.29,0.770314905528,1.1190289741581831,1.0866920152091253,1.133227597145123,1.2804659498207884,1.7884856070087607,1.3468426013195098,1.2702222222222221,0,0,0,0,0.1582,0.0534606060606,0.0319593984962,0.0516813789869,0.041981392112,-0.0125595962916,1.07824643477,1.11175944295,1.21176146361,1.39766607371,0.198127368422,0.584669487181,2.10270120253,3.7230219772,1.0,1.0,1.0,,,1.03776325345,1.11902897416,1.11902897416,,,8.0896,1.7517030303,0.661830827068,0.819515900563,-0.29448316485,0.408533001655,1.01775106734,1.02405663417,1.03426682289,1.0291938239,412.481430264,320.631621538,669.853349225,735.010349368,63.7722,10.0647454545,3.02920225564,6.53480769231,-3.91714348922,2.41758962337,1.01161590036,1.01578367562,1.02383186204,1.01442782921,24191.9879714,20330.7787221,49621.0060727,61896.7274215,1.0300909727081877,0.9713086074177748,1.8236529041287615,,11.00779999999998,1.0,1.324374420759963
2013-01-09,13.87,0.793357366018,1.0198529411764705,1.0603975535168195,1.127642276422764,1.2724770642201835,1.689403166869671,1.3426911907066794,1.1814310051107324,0,0,0,0,0.1232,0.0720848484848,0.0284785714286,0.0507614681051,0.04256975797,-0.012002203028,1.04501789414,1.0741321562,1.17084700693,1.3515307645,0.21505131579,0.560589679488,2.0935734019,3.76664622248,0.970608817355,0.970608817355,0.970608817355,,,1.00726216412,1.08613938919,1.08613938919,,,4.5738,2.76526060606,0.68562556391,0.869571060038,-0.298849077004,0.410958386192,1.01369812506,1.020000308,1.03091507111,1.02548669426,433.942731316,338.563129231,669.642709874,730.327729557,33.4436,17.9329636364,2.69128458647,7.00760398687,-3.95910185625,2.42949691116,1.00770669678,1.01158566606,1.02040676505,1.01065329646,24738.8112148,20371.5221589,47587.2128985,61722.4007649,1.0490266762797407,1.4830569574621486,1.8860850757029561,,11.003866666666646,0.9706088173547935,1.2854494902687674
