,open,percent300Avg,growth5,growth10,growth20,growth40,growth80,growth160,growth300,num,x3,x4,x5,slope5,slope10,slope20,slope40,slope80,slope160,movAvgDiff20,movAvgDiff40,movAvgDiff80,movAvgDiff160,var20,var40,var80,var160,sp_slope5,sp_slope10,sp_slope20,sp_slope40,sp_slope80,sp_slope160,sp_movAvgDiff20,sp_movAvgDiff40,sp_movAvgDiff80,sp_movAvgDiff160,sp_var20,sp_var40,sp_var80,sp_var160,dow_slope5,dow_slope10,dow_slope20,dow_slope40,dow_slope80,dow_slope160,dow_movAvgDiff20,dow_movAvgDiff40,dow_movAvgDiff80,dow_movAvgDiff160,dow_var20,dow_var40,dow_var80,dow_var160,5DayActual,10DayActual,50DayActual,k,300MovAvg
2012-10-09,15.33,1.12256577517,1.0457025920873124,1.0059055118110236,1.0780590717299579,0.9433846153846154,1.1355555555555557,0.7938891765924392,1.2796327212020033,0,0,0,0,0.0846,-0.0295757575758,0.0102582706767,-0.0189143292683,0.0207460179325,-0.0363913202786,1.01671309192,1.01836782144,1.00364993371,1.05346344145,0.111795789474,0.300115641026,0.891442468354,1.25242993711,9.006,12.2361515152,13.7220714286,4.70299331614,2.96017043923,0.299812393337,1.00761872476,1.03743459487,1.06048164847,1.09022578504,5658.35436843,23768.8971651,22867.323718,31889.884682,19.8718,1.1078,10.8011026316,9.00214305816,8.12850456956,0.933890576292,1.00367909311,1.01316244504,1.02654390089,1.04918410645,3663.97693137,41771.1809035,65200.0253481,142438.554155,0.9347684279191129,0.9295499021526419,0.903457273320287,,17.2089333333333
2012-10-10,14.55,1.18160824742,0.9965753424657535,0.9864406779661018,1.0174825174825175,0.8964879852125693,1.0923423423423424,0.7990115321252059,1.2967914438502675,1.38341366129,0,0,0,0.0862,-0.0212242424242,0.00818721804511,-0.0207311210131,0.020917176512,-0.0362531968717,0.968321575935,0.968176600735,0.951415680377,1.00028358555,0.109825263158,0.299384038462,0.835102278481,1.24637658805,-0.687,11.0673636364,13.4774774436,4.91230171201,2.98626506827,0.296949030602,1.00292689661,1.03223374305,1.05619766496,1.08637288512,4763.91023685,23224.2770256,23453.544076,32700.6526714,11.4614,3.9000969697,8.99768007519,9.08039357411,8.23981169274,0.919442084499,0.995972910573,1.00412432706,1.01776922456,1.0406341092,3730.30505558,37565.788281,64838.8734779,143536.332382,1.0109965635738831,1.015807560137457,0.9917525773195875,,17.192399999999964
2012-10-11,14.0,1.22664761905,0.9543285616905249,0.9608785175017158,0.979706088173548,0.8484848484848485,0.9824561403508771,0.7575757575757576,1.285583103764922,2.45474464858,1,1,0,0.0226,-0.0173878787879,0.00499736842105,-0.0223258677298,0.0210476163268,-0.0361042231264,0.936110461034,0.934002701936,0.914554481317,0.962658312168,0.152236578948,0.317684038462,0.77736556962,1.24818490173,-11.008,9.36860606061,13.1015902256,5.11871939493,3.01105478639,0.294888236296,0.997109545394,1.02558472133,1.05023253526,1.08081820086,3985.36065132,22393.5888397,23741.8712405,33406.4907469,-4.1462,5.07773939394,7.15407406015,9.14009106473,8.33900904096,0.907283308918,0.987482446492,0.994004667389,1.0076566539,1.0307354145,5050.47353137,33196.7005241,62732.6622449,144120.050542,1.0642857142857143,0.9792857142857143,1.0178571428571428,,17.17306666666663
2012-10-12,14.11,1.2157406095,0.9508086253369272,0.9289005924950625,0.973103448275862,0.8525679758308157,0.9533783783783782,0.7549491706795077,1.3928923988153996,4.4745645801,0,0,0,-0.0706,-0.0172484848485,0.000862030075188,-0.0236778611632,0.0211378047351,-0.0359442894498,0.947584030086,0.943623353173,0.920830444182,0.970363843459,0.174541842106,0.327806153846,0.721902768987,1.24930540487,-16.917,7.46609090909,12.6205169173,5.32671024859,3.034711703,0.29366691631,1.0012195914,1.02929104057,1.05482965503,1.08628650022,3123.49191448,21573.9462035,23962.1289098,34211.9195597,-25.3474,4.53947878788,5.31909736842,9.18815860694,8.42556168981,0.897417337011,0.986945558209,0.99186961552,1.00552296939,1.02907973556,6401.13972084,28781.3452254,59282.5163822,144601.666309,1.0652019844082212,0.9390503189227498,1.002834868887314,,17.15409999999996
2012-10-15,14.0,1.22119285714,0.9061488673139159,0.9377093101138647,0.8541793776693105,0.8403361344537815,0.9589041095890412,0.739566825145272,1.5184381778741864,6.48109355583,1,1,1,-0.2048,-0.0418727272727,-0.0157962406015,-0.0262544559099,0.0211707674051,-0.03540593056,0.952607763753,0.942475344172,0.912364163639,0.962968694919,0.203676578948,0.361963846154,0.62869613924,1.25086400943,-6.434,0.884515151515,10.7349379699,5.94911315666,3.10042270277,0.294568208536,0.997679146422,1.02182326762,1.04982586065,1.08318366881,1817.91063158,17255.6536394,24067.2975914,36382.195051,-48.0232,-5.93851515151,0.337064661654,9.2858504925,8.61241224215,0.880730773175,0.99000101603,0.990594894686,1.00412011367,1.02901513677,8777.91550111,17337.9533477,48073.906262,146799.284132,1.0457142857142858,0.8985714285714286,0.9964285714285713,,17.09669999999996
2012-10-16,14.33,1.19155384973,0.9347684279191129,0.9774897680763983,0.8786020846106684,0.8616957306073362,1.012720848056537,0.7805010893246188,1.7141148325358853,0,0,0,0,-0.1466,-0.0524121212121,-0.0216078947368,-0.0267895168856,0.0211145657525,-0.0352099962096,0.976457360908,0.96512939671,0.93407533549,0.985341074644,0.21013131579,0.367310192308,0.634698085443,1.24509354953,-0.599,-1.2326969697,10.0501447368,6.15528271576,3.12170568888,0.296259692151,1.00066493408,1.02332564712,1.05237131155,1.08641313173,1572.45207895,15198.3640769,23963.4414557,36985.6592916,-32.363,-10.2494848485,-0.912151503759,9.28009631801,8.65424136633,0.878478678641,0.997130763626,0.996901633046,1.01071467071,1.03604396322,8858.37280111,12944.2595343,46424.2303873,148173.199145,0.994417306350314,0.9434752267969295,0.9699930216329379,,17.074966666666622
2012-10-17,14.71,1.15944029005,1.0109965635738831,1.0075342465753425,0.9176543980037429,0.870414201183432,1.0559942569992822,0.8172222222222223,1.471,0,0,0,0,-0.038,-0.0571939393939,-0.0267383458647,-0.0271298076923,0.0210172321847,-0.035005359798,1.00187297804,0.990355646071,0.958759022991,1.01160491705,0.209556578948,0.364484038462,0.632784746835,1.24383490566,1.618,-3.03036363636,9.32523496241,6.35741733114,3.14283777983,0.298561089575,0.995174205807,1.01619079777,1.04563770984,1.08001563301,1428.20323027,13639.9032308,23667.4475807,37451.4114524,-5.7158,-12.926769697,-1.9641,9.26668445122,8.68905924314,0.87780540402,1.00526068629,1.00503393613,1.01880884259,1.04462378243,9003.50992111,12250.2961625,45249.1495032,150191.076239,1.0047586675730795,0.9524133242692046,0.9870836165873554,,17.05536666666662
2012-10-18,14.9,1.1433310962,1.0642857142857143,1.0156782549420587,0.9557408595253368,0.8922155688622755,1.0915750915750915,0.8319374651032942,1.4069877242681776,0,0,0,0,0.0654,-0.0580909090909,-0.0310097744361,-0.0273316135084,0.0208793688467,-0.0347918187112,1.01581674393,1.00245568002,0.971498895654,1.0247857149,0.198269473684,0.361048974359,0.635233401899,1.24223382075,1.276,-4.39557575758,8.55490225564,6.55482727486,3.16397162887,0.301460727836,0.994492426395,1.01398497923,1.04376717543,1.07860562931,1361.4705,12338.791024,23270.808519,37821.471682,20.8394,-14.1044363636,-2.80378120301,9.22963878987,8.71666431962,0.878732984443,1.00601964387,1.00555210291,1.01937474373,1.04532026237,9351.64738821,11523.7396131,45510.9780239,152300.481697,0.9201342281879195,0.9067114093959732,0.9751677852348992,,17.03563333333329
2012-10-19,15.03,1.13215790641,1.0652019844082212,1.0128032345013476,0.9753406878650227,0.9037883343355382,1.0859826589595376,0.8396648044692738,1.367606915377616,0,0,0,0,0.1334,-0.0535575757576,-0.034254887218,-0.0273986163227,0.0207026971988,-0.0345692585953,1.02523874488,1.01028433152,0.980310627369,1.03378456803,0.190757894737,0.357995897436,0.636238212025,1.24132499607,0.923,-5.05560606061,7.77984586466,6.74299448874,3.18536308163,0.30499231339,1.00044039402,1.01869794093,1.04930798204,1.08468731531,1256.10823027,11025.3185641,23358.6362595,38292.4223129,38.3886,-13.6388060606,-3.42714511278,9.16835257974,8.7368894588,0.881252248257,1.0052107535,1.00448864598,1.01832638358,1.04436104098,9614.31900505,10681.9083721,45629.9747846,154313.567694,0.8815701929474385,0.9135063206919495,0.9760479041916168,,17.01633333333329
2012-10-22,14.64,1.15821265938,1.0457142857142858,0.9475728155339807,0.9475728155339807,0.8824593128390598,1.0772626931567328,0.8672985781990522,1.2875989445910292,0,0,0,0,0.1378,-0.0132909090909,-0.0373488721805,-0.0267877345216,0.0199547116737,-0.0338458746557,0.998908296943,0.981512830397,0.955582389609,1.00686026719,0.186551578948,0.337927628205,0.641607341772,1.24181754717,2.243,-3.46957575758,5.50552067669,7.23051887899,3.25113325568,0.318571083862,0.993905085427,1.00768310925,1.03965670154,1.07547594821,1127.30786843,7066.89387179,23398.5551756,39195.679805,21.2112,-3.99441212121,-4.0692056391,8.87668517824,8.75253134523,0.897687247671,0.99030502521,0.988570962278,1.00173089408,1.02783477849,10869.2405569,8344.08250231,42078.73035,158482.922563,0.8592896174863388,0.9289617486338797,1.0020491803278688,,16.95623333333329
2012-10-23,14.25,1.18821520468,0.994417306350314,0.9295499021526419,0.9350393700787402,0.8662613981762919,1.026657060518732,0.7916666666666666,1.271186440677966,0,0,0,0,0.053,0.00226666666667,-0.0364763157895,-0.026392120075,0.0196308749414,-0.0335872498682,0.973460395532,0.955430027322,0.930817404652,0.980139282951,0.194739736842,0.339251217949,0.655656186709,1.24232924528,2.361,-2.19318181818,4.7774924812,7.36428869606,3.27408701799,0.324033532499,1.00000717833,1.01236146216,1.04480662277,1.08105107328,1127.29086185,6062.04004968,23330.9372907,39396.3474843,-4.1336,-0.628806060606,-4.05396315789,8.73599036116,8.74250839926,0.905450860355,0.990844844303,0.988589081498,1.0013451385,1.02752263485,11710.5336556,8218.32458969,39641.6123366,158445.69758,0.9487719298245614,0.9424561403508772,1.0161403508771931,,16.932066666666625
2012-10-24,14.78,1.14433919711,1.0047586675730795,1.015807560137457,1.0020338983050847,0.9560155239327295,1.0437853107344632,0.821567537520845,1.3149466192170818,0,0,0,0,-0.0252,0.0186060606061,-0.0345601503759,-0.0258863742964,0.0192794582161,-0.0333207390609,1.00928708003,0.990500443983,0.965736921632,1.0162833973,0.195709473684,0.335255833334,0.658895806962,1.24129354953,,,,,,,,,,,,,,,-37.0338,0.843472727272,-4.2617443609,8.55384842871,8.72249914733,0.914194661535,0.974340045719,0.971494430963,0.983032091721,1.00869253437,18267.8780727,12060.7502644,37791.3516911,157568.062615,0.9479025710419486,0.8802435723951286,0.9925575101488499,,16.91333333333329
2012-10-25,13.71,1.23189642597,0.9201342281879195,0.9792857142857143,0.9409746053534661,0.9001969796454367,0.9494459833795015,0.7684977578475337,1.2729805013927578,0,1,1,0,-0.1096,0.0271333333333,-0.0323473684211,-0.0253891181989,0.0188944913268,-0.0330480260459,0.939845758355,0.920010736814,0.897009151652,0.942652714811,0.236240789474,0.367944615385,0.690649857595,1.23970226022,1.228,0.335121212121,3.34937781955,7.58468972795,3.32243336117,0.336808902753,0.997066021969,1.00583507038,1.03818906669,1.07445269042,843.847177637,4741.36771634,23128.5990491,39342.1434528,-65.45,-0.132793939395,-4.67800225564,8.31251953565,8.69415292282,0.923882807373,0.974336985658,0.970552097209,0.981258478756,1.00654522024,24037.8799306,16130.4188715,37914.2370577,155716.114015,0.9854121079504011,0.948942377826404,1.0765864332603938,,16.889299999999956
2012-10-26,13.25,1.27273459119,0.8815701929474385,0.9390503189227498,0.8722843976300197,0.8493589743589743,0.9069130732375086,0.7280219780219781,1.3329979879275655,0,1,1,0,-0.1914,0.0250727272727,-0.0300560150376,-0.0249589587242,0.0184716904008,-0.0327698961935,0.913289219741,0.891010877057,0.868510749869,0.911149983023,0.320385263158,0.432776346154,0.74163443038,1.24426301494,-0.58,1.00484848485,2.68477255639,7.66340032833,3.34806426541,0.344066070238,0.997430580574,1.0041220492,1.03657081271,1.07271817207,555.003493426,3981.42807051,23110.9365127,39119.8128868,-80.4274,-3.29679393939,-5.24620827068,8.01667443715,8.6579581165,0.934547607725,0.977861480307,0.973163448464,0.983115818828,1.0081161789,27748.7501622,19457.2923487,37993.8501304,153861.146004,1.0362264150943397,0.9441509433962264,1.1154716981132076,,16.86373333333329
2012-10-31,12.58,1.33000264971,0.8592896174863388,0.8985714285714286,0.8425987943737442,0.8084832904884318,0.8760445682451253,0.700445434298441,1.2038277511961724,11.9816548825,1,1,0,-0.1862,-0.111539393939,-0.0338093984962,-0.0236840994371,0.015792378692,-0.0313030380215,0.893561103811,0.866570228009,0.833706115281,0.866331519868,0.553276578948,0.540924102564,0.98733613924,1.28488327044,-9.302,-1.36712121212,-0.186197368421,7.68440337711,3.48180636867,0.389775558402,0.982044290122,0.982871300054,1.01343734083,1.04837893172,596.696440794,2247.01663461,22407.9397781,37864.4148419,-7.8028,-35.2573757576,-9.48417142857,5.79942178705,8.36654800164,1.00175684905,0.985658981562,0.977670686224,0.983629482582,1.0068069042,33627.6493569,30951.9798769,39429.3824222,144676.970867,1.0810810810810811,0.9992050874403816,1.2281399046104928,,16.731433333333293
2012-11-01,13.52,1.23542899408,0.9487719298245614,0.9434752267969295,0.9222373806275579,0.8836601307189542,0.9650249821556032,0.7276641550053822,1.2962607861936721,0,0,0,0,-0.1182,-0.137551515152,-0.0361759398496,-0.0236211772983,0.0151561401195,-0.0309947321245,0.962346074454,0.934363067779,0.898033061831,0.930957166158,0.568725263158,0.543674294872,1.0002734019,1.28102229167,-11.657,-2.52578787879,-0.641018796992,7.6099880394,3.50802696466,0.400791595863,0.987203940462,0.98692300367,1.01726598035,1.05226638438,779.212078952,1903.00102404,22065.5334241,37512.716956,1.6738,-38.4144121212,-10.4750150376,5.23319350375,8.2858190855,1.01858334728,0.985877930605,0.977963587418,0.983107886251,1.00589869842,35536.4125461,32289.4133362,39892.1378051,143206.626454,0.9933431952662722,0.9245562130177515,1.1449704142011834,,16.70299999999996
2012-11-02,14.01,1.19030692363,0.9479025710419486,0.9524133242692046,0.9595890410958904,0.9156862745098039,1.068649885583524,0.7300677436164669,1.2960222016651248,0,0,0,0,-0.012,-0.150848484848,-0.0383748120301,-0.0235454971857,0.0145046091186,-0.030680693063,0.997579037311,0.970574481719,0.932298555137,0.964382052926,0.568583157895,0.525169166667,0.995847452532,1.27246571934,-10.388,-3.42763636364,-0.988135338346,7.51268222326,3.53454726324,0.412492483685,1.0004704842,0.999389641664,1.03000305949,1.06537694256,775.865861847,1455.83615384,21967.745981,37321.8937924,6.161,-38.149369697,-11.422787594,4.64864913227,8.19925614305,1.03674557481,0.996323956786,0.98865414036,0.993118916125,1.01586145725,35585.1172674,31813.4298974,39687.3354395,141947.108929,0.9286224125624554,0.8950749464668094,1.1063526052819415,,16.67619999999996
2012-11-05,13.51,1.22779916112,0.9854121079504011,0.9067114093959732,0.9209270620313565,0.9253424657534247,1.0448569218870842,0.6788944723618091,1.270931326434619,0,0,0,0,0.1588,-0.110484848485,-0.0445428571429,-0.0234511022514,0.0124634654829,-0.0297079768436,0.965103403936,0.942317081677,0.905185048701,0.929436602156,0.576897631579,0.500944615385,0.950070870253,1.25754669418,6.532,-4.19027272727,-1.68928195489,7.0838989212,3.61466264504,0.452551566803,1.00177407911,0.999582814161,1.02861025512,1.06377141482,748.161388162,1230.34354968,21700.5118972,36967.1843459,19.8814,-20.9289151515,-14.0127210526,2.80342371013,7.90549765735,1.09900494111,0.987633049816,0.980009271414,0.982540955709,1.00404510727,35750.6927885,32639.8620831,39829.9222973,137194.923083,0.9629903774981495,0.9341228719467061,1.156920799407846,,16.58756666666663
2012-11-06,13.73,1.20577324593,1.0362264150943397,0.9135063206919495,0.9252021563342319,0.9475500345065563,1.2043859649122808,0.6865,1.3408203125,0,0,0,0,0.1402,-0.0803212121212,-0.0460864661654,-0.0235303236398,0.0117433221988,-0.0293762225514,0.984264668985,0.95906677843,0.922188266111,0.944709874128,0.551520789474,0.508547692308,0.928693924051,1.26026081368,10.383,-3.7273030303,-1.79480263158,6.89740912289,3.64081058808,0.467591474826,1.00124893607,0.998897276559,1.02732324231,1.06241194121,749.905631583,1176.2351266,21571.7176388,36875.9576101,12.416,-13.6994727273,-14.7385548872,2.14061784709,7.7947185024,1.12158297446,0.99085435422,0.982177493185,0.984289514744,1.00544460988,32112.4307853,34052.0092285,40321.8647028,135884.658729,0.9111434814275309,0.9577567370721048,1.143481427530954,,16.555266666666625
2012-11-07,13.6,1.2148627451,1.0810810810810811,0.9289617486338797,0.8802588996763754,0.9295967190704032,1.103896103896104,0.6772908366533865,1.2442817932296433,0,0,0,0,0.0824,-0.0486424242424,-0.0476853383459,-0.0236814962477,0.0110049431552,-0.0290414677758,0.97950952501,0.952631118116,0.915809498157,0.935849575943,0.505952368421,0.500485576923,0.908503734177,1.26244773585,10.981,-2.72815151515,-1.83358834586,6.69264317542,3.6675736199,0.483371047972,1.00531298632,1.00300448068,1.03093587934,1.06606521379,781.163184215,1153.92882051,21481.0643022,36611.2785416,4.8136,-6.55502424242,-15.2917169173,1.4660625,7.68046146859,1.14503876146,1.00072306755,0.991220035185,0.99289367336,1.01381648129,26504.1965748,33940.5970743,40370.3076871,133590.63223,0.924264705882353,0.9720588235294119,1.1294117647058823,,16.522133333333294
2012-11-08,13.43,1.22803176967,0.9933431952662722,0.9424561403508772,0.8760600130463144,0.9444444444444444,1.0787148594377511,0.6246511627906977,1.2198001816530426,0,0,0,0,0.002,-0.0196666666667,-0.0493751879699,-0.0239167213884,0.0102552039381,-0.0287040954969,0.9728711652,0.943631541042,0.906804409109,0.924064023944,0.441026052632,0.495453782052,0.892321455696,1.25909117925,9.528,-1.40296969697,-1.80046052632,6.47103623358,3.69487859675,0.499890160352,1.00641295854,1.00385672611,1.03121524254,1.06629784149,792.385861847,1132.74215384,21379.6201123,36386.0027043,-12.0566,-1.74886666667,-15.8543233083,0.752797842402,7.5598371601,1.16893138971,0.980645669081,0.970087934591,0.971030470546,0.990917727862,24202.3464148,37603.6530051,42248.6231519,130952.671853,0.9307520476545048,1.0014892032762472,1.1548771407297096,,16.49246666666663
2012-11-09,13.01,1.26528823982,0.9286224125624554,0.8802435723951286,0.8941580756013745,0.9097902097902097,0.9796686746987953,0.6233828461907043,1.193577981651376,0,0,0,0,-0.091,0.00193939393939,-0.0513477443609,-0.0242988742964,0.00949126230661,-0.0283648605048,0.949392490969,0.917635026714,0.881339283446,0.895242518859,0.384466052632,0.50719224359,0.875672009494,1.26267105346,7.149,0.198363636364,-1.68181766917,6.23492706379,3.72289656587,0.517162277152,1.00940619898,1.00667729156,1.03355303471,1.06868260082,857.352105268,1125.16574359,21296.3568509,36181.6658765,-34.6446,-0.267775757576,-16.4627364662,-0.00647795497188,7.43179586117,1.19307793209,0.974133602122,0.96218115334,0.962313704659,0.981400411786,23541.7569748,43645.7273538,45447.4664121,128570.700763,0.9638739431206763,1.0438124519600307,1.2090699461952346,,16.461399999999966
2012-11-12,13.01,1.25790673841,0.9629903774981495,0.948942377826404,0.9292857142857143,0.9104268719384185,1.0391373801916932,0.6285024154589373,1.2113594040968343,0,0,0,1,-0.1368,0.00966666666667,-0.0557221804511,-0.0261850375235,0.00713659605016,-0.0273391447176,0.966639423434,0.926061037459,0.889542237872,0.89547744314,0.242988421053,0.569975320513,0.839356708861,1.27341867531,5.655,4.65857575758,-0.977154135338,5.4341342636,3.81330963578,0.573455096665,1.00118211838,0.998644563015,1.0231389929,1.05739733911,979.693815794,1160.85575481,21011.9708983,34662.320992,-68.411,-13.0939878788,-17.9565274436,-2.45652525797,7.01675448898,1.26644417986,0.981196239095,0.966155736282,0.963561712246,0.980907591601,21053.1528464,58366.528182,53517.0881961,115579.327736,0.9700230591852421,1.0438124519600307,1.1990776325903152,,16.36536666666663
2012-11-13,12.51,1.3055662137,0.9111434814275309,0.9441509433962264,0.8866052445074416,0.8627586206896551,0.9827179890023566,0.5818604651162791,1.2300884955752212,10.016298021,1,1,0,-0.1354,-0.00860606060606,-0.0564428571429,-0.0270986866792,0.00632163179794,-0.0269953358469,0.937394627402,0.893906643563,0.858348485368,0.861614752828,0.184983947369,0.617799935898,0.844521265823,1.29720069182,2.627,5.33284848485,-0.694962406015,5.13886831614,3.84548670447,0.593689939518,1.00406659514,1.00162556252,1.02519609763,1.05938206324,969.166125005,1129.91182051,20788.4539731,34108.4620908,-59.1102,-19.7112363636,-18.2844454887,-3.29696507974,6.87252441397,1.29118930943,0.981751456967,0.966862343282,0.963239862083,0.980034454244,24095.8659316,62039.8071497,55793.1184648,110413.566238,1.0511590727418065,1.0567545963229417,1.2470023980815348,,16.3326333333333
2012-11-14,12.57,1.29662158579,0.924264705882353,0.9992050874403816,0.8978571428571429,0.7669310555216595,0.9632183908045977,0.5985714285714285,1.2813455657492354,10.5455968689,0,0,0,-0.137,-0.0312181818182,-0.0569172932331,-0.028170684803,0.00547867293718,-0.0266510725822,0.945930691952,0.901851054671,0.865449162607,0.86658278899,0.206223947369,0.648226666667,0.841404493671,1.32036849057,,,,,,,,,,,,,,,-46.8786,-25.9973575758,-18.6325214286,-4.14430180582,6.72161697287,1.31587062086,0.978235076523,0.963665469079,0.95884061778,0.975123745834,28491.9970106,65396.3892831,58863.1664453,108383.074768,1.0517104216388227,1.0365950676213205,1.2513922036595069,,16.2985333333333
2012-11-15,12.5,1.301256,0.9307520476545048,0.9245562130177515,0.8722958827634334,0.7664009809932557,0.9765625,0.602990834539315,1.179245283018868,11.3042103182,1,1,0,-0.1256,-0.0539818181818,-0.0572293233083,-0.0293915337711,0.00461782407407,-0.0263065419731,0.943325032073,0.900608811557,0.863565315763,0.862325432995,0.237388421053,0.676876666667,0.843860743671,1.34414543632,-3.828,5.39233333333,-0.22409962406,4.51695614447,3.90854348336,0.636511272871,1.00075190682,0.999382672949,1.02035400984,1.05444679935,985.903388162,789.774897434,20187.0813608,33826.1578969,-37.419,-32.4677212121,-19.1359838346,-5.01838975141,6.56178306522,1.34022987391,0.966748603682,0.952198082288,0.946165308163,0.96165169,38545.6300885,72793.7487744,65184.2347228,107611.592794,1.0759999999999998,1.0336,1.2408,,16.265699999999963
2012-11-16,12.54,1.29449760766,0.9638739431206763,0.8950749464668094,0.8524813052345342,0.7822832189644415,0.9720930232558138,0.6129032258064515,1.181903864278982,12.0239425379,0,0,0,-0.1126,-0.0748727272727,-0.0574135338346,-0.0306589587242,0.00374112458978,-0.0259617839381,0.948885778064,0.90724931269,0.868518791069,0.865640990241,0.262668157895,0.695836923077,0.877616313291,1.36674904088,-5.84,4.60909090909,-0.0709830827069,4.19580124296,3.93889502022,0.659049670214,0.997527520555,0.996586152654,1.0160637831,1.05013594618,992.745493426,611.480455127,19603.0550059,33612.5342059,-34.0004,-38.6359090909,-19.8102721805,-5.91188550657,6.39305532261,1.36422633672,0.966623080303,0.951868297985,0.944514202601,0.959411956661,48374.3971503,79829.6052969,71799.884941,107026.126203,1.0829346092503989,1.0446570972886762,1.2384370015948964,,16.23299999999996
2012-11-19,12.62,1.27840464871,0.9700230591852421,0.9341228719467061,0.8469798657718121,0.809493264913406,0.9984177215189872,0.6287992027902342,1.1794392523364485,10.5031847134,0,0,0,-0.0432,-0.109375757576,-0.0599676691729,-0.0345886022514,0.00102254307314,-0.0249269195696,0.962403721498,0.925813846859,0.880685287601,0.872880696506,0.318116842106,0.639990705129,0.957820189873,1.43135268868,-7.581,-0.25396969697,0.241922932331,3.23505429174,4.02336165319,0.730926616701,0.988742165561,0.988353736997,1.00416980607,1.03850529096,1051.600125,644.702814101,16883.0192263,32813.0285604,-49.408,-48.0379575758,-22.8047654135,-8.61218567073,5.83593673084,1.43416762798,0.976490319796,0.96096010602,0.949492708945,0.962963302896,66178.4915608,92209.0829153,89421.2113996,105232.573343,1.076069730586371,1.0427892234548337,1.2797147385103012,,16.133466666666628
2012-11-20,13.15,1.2244765526,1.0511590727418065,0.9577567370721048,0.8749168330006654,0.8533419857235561,0.9924528301886792,0.6698930208863985,1.2523809523809524,0,0,0,0,0.012,-0.100812121212,-0.0600315789474,-0.0358864212008,9.25149437411e-05,-0.0245821882691,1.00064680592,0.966201322557,0.919604535084,0.910160575858,0.302381842106,0.64197948718,0.955360617089,1.44154691824,-8.69,-1.98212121212,0.302419172932,2.91919781895,4.04817968384,0.756054994214,0.989081417435,0.989203822116,1.00402374423,1.03861271831,827.964546057,694.384384614,15875.2463149,32603.6051218,-27.5158,-46.032769697,-23.6763804511,-9.45999875704,5.63666170886,1.45691293077,0.993272695886,0.977311373501,0.964818155181,0.978205792272,64054.9325463,92955.0820513,91361.6033598,104112.758147,1.0053231939163498,0.9992395437262358,1.1300380228136881,,16.101866666666627
2012-11-21,13.22,1.21549672214,1.0517104216388227,0.9720588235294119,0.9030054644808744,0.855663430420712,0.9054794520547946,0.6707255200405885,1.2051048313582498,0,0,0,0,0.0704,-0.0837757575758,-0.0593665413534,-0.0371462945591,-0.000839127695734,-0.0242383933149,1.00712299547,0.972935180585,0.926394716327,0.915314379679,0.294929210527,0.638961474359,0.949140363924,1.44974488994,-10.845,-3.50024242424,0.303159774436,2.60576360225,4.07073132032,0.781733011727,0.984393850771,0.984826697905,0.99837807042,1.03298828035,888.89102632,816.68653846,14836.6220376,32316.4788081,2.9948,-41.1904121212,-24.3162541353,-10.2623118433,5.43239028071,1.47948088469,0.99427619209,0.978121869958,0.964822322046,0.977876538897,61632.9206471,93619.8861977,93317.5800213,102528.323194,0.985627836611195,0.9848714069591528,1.0582450832072616,,16.068866666666626
2012-11-23,13.45,1.1909913259,1.0759999999999998,1.0014892032762472,0.943859649122807,0.8825459317585301,0.8762214983713354,0.722729715206878,1.1208333333333333,0,0,0,0,0.144,-0.0375212121212,-0.0555883458647,-0.0395166744841,-0.00268215248476,-0.023553855894,1.02994103683,0.992693187689,0.945983963989,0.931371912558,0.213935789474,0.627388717949,0.934375696203,1.4541642728,-7.947,-5.80381818182,0.203033834586,2.0090304878,4.11125364803,0.834822893015,0.994292276747,0.994449668496,1.00579411314,1.04121644093,1000.35523685,864.12878846,12367.1502654,31604.8433702,49.9504,-26.8624242424,-24.7929642857,-11.718804151,5.0047063086,1.52414939738,1.00104643512,0.98348261399,0.968632436076,0.981151252222,45561.0704474,93294.3656692,97145.5245316,101149.899865,0.9605947955390335,0.971003717472119,1.1003717472118961,,16.018833333333294
2012-11-26,13.58,1.17380706922,1.0829346092503989,1.0438124519600307,0.918809201623816,0.920677966101695,0.8789644012944984,0.7262032085561497,1.0864,0,0,0,0,0.1186,0.0391393939394,-0.043004887218,-0.0422766651032,-0.00537009640178,-0.0225436738251,1.04297070005,1.00704486466,0.958421920902,0.940614204452,0.160752368421,0.568297435898,0.93443846519,1.45746476415,3.955,-6.10242424242,-0.134231203008,1.22811726079,4.15893289967,0.918605154254,0.997445497272,0.997235981804,1.00520926689,1.04152243537,1064.13410527,884.678871793,8459.90177216,30620.1453214,37.5388,1.25984848485,-23.244206015,-13.4752477955,4.31895230456,1.59077344446,1.01774718313,1.00000780277,0.982499545483,0.994301149315,28440.2999842,82226.2842438,101055.299196,99466.2626138,0.9646539027982327,0.9580265095729013,1.069219440353461,,15.940299999999958
